ཀ-ངོས	cylinder
སྐྱོན-སྲན	fault tolerance
སྐྱོན-སྲུང-སྟངས-འཛིན	failsafe operation
སྐྱོན	fault
སྐྱོབ-ས	rescue point
སྒ-སྒྲིལ	reel
སྒམ-ཆུང-དཔེ-རིས	box diagram
སྒམ-དབྱིབས-སྡུད-སྡེར	disk cartridge
སྒུག-དུས	latency; waiting time
སྒུག-པ	wait
སྒུག-པའི-དུས-ཚོད	stand by time
སྒུག-པའི-བརྗོད-ཚིག-འདེམས-གསེས	selective-wait statement
སྒུག-པའི-སྒང	waiting
སྒུག-སྡོད	waiting; standby
སྒུལ-སློང-བཞིན-པ	starting
སྒུལ-སློང-མི-ཐུབ-པ	could not start
སྒེའུ-ཁུང	window
སྒེའུ-ཁུང-ཁ-རྒྱག	close the window
སྒེའུ-ཁུང-གནས-ས	window position
སྒེའུ-ཁུང-གཙོ-བོ	primary window
སྒེའུ-ཁུང-གསར-བཟོ	new window
སྒེའུ-ཁུང-ཆེ-ཆུང	window size
སྒེའུ-ཁུང-ཞིབ-ཐོ	window list
སྒེའུ-ཁུང-འགེབས-པ	overlay window
སྒེའུ-ཁུང-འདེམས-པ	select window
སྒེའུ-ཁུང-འདེམས-བྱང	window menus
སྒེའུ-ཁུང-འདེམས-ཚན	window options
སྒེའུ-ཁུང-འཕར-ཐོན	eject window
སྒེའུ-ཁུང-འབྱེད-པ	windowing
སྒེའུ-ཁུང-ཡི-གེ	window text
སྒེའུ-ཁུང-རིམ-བརྩེགས	window cascading
སྒེའུ-ཁུང-རྗེས-མ	next window
སྒེའུ-ཁུང-སོར-བཞག	keep window
སྒེའུ-ཁུང-སྔོན-ལྟ	window preview
སྒེའུ-སྒྲོམ	form
སྒེར-གསང-སྲུང-བ	privacy protection
སྒེར-གྱི-ཡིག-ཁུག	personal folders
སྒེར-གྱི-རྩིས-འཁོར	personal computer
སྒེར-དབང-ཆ-ཤས	private part
སྒེར-དབང-རིགས-གྲས	private type
སྒེར-དོན-གསང-དབང	privacy right
སྒེར-མིང	personal name
སྒེར-ལྡེ	private key
སྒེར-སྤྱོད-ཁོངས-མིང	private domain name
སྒེར-སྤྱོད-ཆེད-སྤྱོད-དོ-དམ-ཁོངས	private management domain
སྒེར	private
སྒོ-ལྕགས-བརྒྱབ-མཁན	locked by
སྒོ-ལྕགས-རྒྱག	lock
སྒོ	gate
སྒྱུར-གཞིའི-སྐད-བརྡ	source language
སྒྱུར-ཆས-བཀའ-བརྡ	translator directive
སྒྱུར-ཆས	converter
སྒྱུར-དཀྲོལ	demodulation
སྒྱུར-དཔར-འཕྲུལ-འཁོར	interpreter(device)
སྒྱུར-བ	convert; switch
སྒྱོགས-རྟགས	cursor
སྒྲ-ཁཱ	sound card
སྒྲ-གཉིས-མ	diphone
སྒྲ-གདངས	tone
སྒྲ-གཤིས	sound quality
སྒྲ-དུང	mic
སྒྲ-མཚུངས-མིང	homonym
སྒྲ-མེད	mute; no sounds
སྒྲ-ཟློས	audio; sound frequency
སྒྲ-འབེབས-འགོ-བཙུགས-པ	recording started
སྒྲ-འབེབས-འཕྲུལ-ཆས	sound recorder
སྒྲ-འབེབས-རྒྱུད-ཁོངས	rec system
སྒྲ-འབེབས-རྩོལ-ནུས	rec capabilities
སྒྲ-འབེབས-སྒྲ-ཚད	record volume
སྒྲ-འབེབས	recording
སྒྲ-རིག-བརྡ-རྟགས	acoustic signal
སྒྲ-རིས	voiceprint
སྒྲ-རྒྱུ	phoneme
སྒྲ-རྟགས-རི-མོ	sonogram
སྒྲ-ལམ-གྲངས-ཀ	channel number
སྒྲ-ལམ-ཕྱིར-འདོན	sound channels output
སྒྲ-ཤུགས	sound volume
སྒྲ-སྐྱེད-ཆས-སྒྲིབ-པ	mute speaker
སྒྲ-སྐྱེད-ཆས	speakers
སྒྲ-སྒམ	sound box
སྒྲ-ཨང-ཆས	vocoder; voice coder
སྒྲ	sound
སྒྲའི-ཡིག-ཆ	sound file
སྒྲིག-གཅོད-ཆས-ཀྱི-གནས	processor bits
སྒྲིག-གཅོད-ཆས-ཀྱི-ཉིང-ལྟེ	processor core
སྒྲིག-གཅོད-ཆས-ཀྱི-ཕྱིའི-ཟློས-གྲངས	processor external frequency
སྒྲིག-གཅོད-ཆས-ཀྱི-མགྱོགས-ཚད	processor speed
སྒྲིག-གཅོད-ཆས-གཙོ-བོ	central processing unit
སྒྲིག-གཅོད-ཆས-དུས-ཚོད	processor time
སྒྲིག-གཅོད-ཆས-བར-ཁུལ	processor buffer
སྒྲིག-གཅོད-ཆས	processor; processing unit
སྒྲིག-གཅོད-བྱེད-ཐབས	operating methods
སྒྲིག-གཅོད-བྱེད-བཞིན	processing
སྒྲིག-གཅོད-བྱེད-སྟངས	modes of processing
སྒྲིག-གཅོད-མང-པོ	multiprocessing
སྒྲིག-གཅོད	handle
སྒྲིག-གཞི-ཅན-གྱི-ཇུས-འགོད	structured design
སྒྲིག-གཞི-ཅན-གྱི-བྱ-རིམ-ཇུས-འགོད	structured programming
སྒྲིག-གཞི-ཅན-གྱི-བྱ-རིམ	structured program
སྒྲིག-གཞི-ཅན-སྐོར-ཞིབ	structured walk-through
སྒྲིག-གཞི-འགྲེལ-བརྗོད	structural description
སྒྲིག-གཞི-སུབས	remove infrastructure
སྒྲིག-གཞི	infrastructure
སྒྲིག-གཞིའི-རི-མོ	structure chart
སྒྲིག-ཆས-གནས-ཚད	device coordinate
སྒྲིག-ཆས-དོ-དམ-ཆས	device manager
སྒྲིག-ཆས-དོ-དམ	device administration
སྒྲིག-ཆས-བར-མ	intermediate equipment
སྒྲིག-ཆས-བར-སྟོང	device space
སྒྲིག-ཆས-མིང	device name
སྒྲིག-ཆས-ཚོད-འཛིན-ཡིག-རྟགས	device control character
སྒྲིག-ཆས-རིགས-གྲས	device type
སྒྲིག-ཆས-ལག-རྩལ	equipment technology
སྒྲིག-ཆས-ལམ-འཁྲིད-སྣོན-པ	add device wizard
སྒྲིག-ཆས-སྐུལ-འདེད-བྱ-རིམ	device drivers
སྒྲིག-ཆས-སྒྱུར-བ	device transformation
སྒྲིག-ཆས-སྒྲིག-འཇུག	device setup
སྒྲིག-ཆས-སྣོན-པ	add device
སྒྲིག-ཆས	device
སྒྲིག-དཀའི-ཡི-གེ	complex language
སྒྲིག-པ	set
སྒྲིག-བཞིན-པ	installing
སྒྲིག-བསྒྱུར-ལྡོག-མ	to decompile
སྒྲིག-བསྒྱུར-ལྡོག-མའི-ཡོ-ཆས	decompiler
སྒྲིག-འཁོར-གཙོ-བོ	central processing unit
སྒྲིག-འཁོར-མང-པོ	multiprocessor
སྒྲིག-འགལ	breach
སྒྲིག-འགོ-འཛུགས-ས	assembled origin
སྒྲིག-འགོད-བཟོ-བཅོས	change settings
སྒྲིག-འགོད-ཞུགས-གྲངས	setting preferences
སྒྲིག-འགོད-འདེམས-བྱང	setting menus
སྒྲིག-འགོད	setting
སྒྲིག-འཇུག	install
སྒྲིག-འཇུག-གནང-རོགས	welcome to install
སྒྲིག-འཇུག-ཆ-འཕྲིན	setup information
སྒྲིག-འཇུག-ཆོག-པ	installable
སྒྲིག-འཇུག-དཀར-ཆག	install directory
སྒྲིག-འཇུག-དུས-རིམ	install state
སྒྲིག-འཇུག-ནས-ཕྱིར-འཐོན	exit setup
སྒྲིག-འཇུག-ནོར-འཁྲུལ	installation error
སྒྲིག-འཇུག-བཀའ	setup command
སྒྲིག-འཇུག-བྱ-རིམ-སྒུལ-སློང-མི-ཐུབ	unable to start the installer
སྒྲིག-འཇུག-བྱ-རིམ	setup program
སྒྲིག-འཇུག-བྱས-ཟིན	setup complete
སྒྲིག-འཇུག-བྱེད-མི-ཆོག	do not allow installation
སྒྲིག-འཇུག-མེད-པ	not installed
སྒྲིག-འཇུག-ཟིན-པ	finish setup
སྒྲིག-འཇུག-འདེམས-ཚན	setup options
སྒྲིག-འཇུག-ཡིག-ཆ	setup file
སྒྲིག-འཇུག-ལམ-ཁྲིད	installation wizard
སྒྲིག-འཇུག-སྣེ-སྟོན	install tip
སྒྲིག-འཛུགས-དོ-དམ-བྱ-རིམ	organizational management program
སྒྲིག-ལྷུ	components
སྒྲིག-སྒྱུར-གསལ-བཤད-སྐད-བརྡ	compiler specification language
སྒྲིག-སྒྱུར-ཆས-བཀའ-བརྡ	compiler directive
སྒྲིག-སྒྱུར-ཆས-ཚབ-ཨང	compiler code
སྒྲིག-སྒྱུར-ཆས-སྒྲིག-མཁན	compiler compiler; metacompiler
སྒྲིག-སྒྱུར-ཆས	compiler
སྒྲིག-སྒྱུར-དུས-ཚོད	compilation duration
སྒྲིག-སྒྱུར-དུས-རིམ	compile phase
སྒྲིག-སྒྱུར-བྱ-རིམ-གྱི-སྐྱེད-སྒྲུབ-བྱ-རིམ	compiler generator
སྒྲིག-སྒྱུར-བྱ-རིམ	compiler; compiling program
སྒྲིག-སྒྱུར-ཤེས-བྱ	compiled knowledge
སྒྲིག-སྒྱུར-སྡེ-ཚན	compilation unit
སྒྲིག-སྒྱུར	compilation
སྒྲིག-སྦྱོར-བྱེད-མཁན	installed by
སྒྲིག-སྦྱོར	tile
སྒྲིག-སྲོལ-ཟླ-སྒྲིག	rule matching
སྒྲིག-སྲོལ-ལ-བརྟེན-པའི-འདྲེས-གྲུབ	rule-based synthesis
སྒྲིག-སྲོལ-ལ-བརྟེན-པའི-རྒྱུད-ཁོངས	rule-based system
སྒྲིག-ཨང	numerous sign
སྒྲིབ-པ	shielding
སྒྲུག-འདོན	to extract
སྒྲུག-ལེན-ཡོ-ཆས	pick device
སྒྲུབ-ཚད-གླེང-སྒྲོམ	progress dialog
སྒྲུབ-ཚད-སྟོན-ཆས	progress indicator
སྒྲུབ-ཚད	progress
སྒྲོག-པ	padlocking
སྒྲོག-མཐུད-ཡི-གེ	socket
སྒྲོག-མཐུད	socketing
སྒྲོག-འགག	deadlock
སྒྲོག-རྒྱག-པ	lockout
སྒྲོན-བརྙན-གྲུབ-འབྲས	filmstrip effect
སྒྲོན-བརྙན-མཐོང-རིས	filmstrip view
སྒྲོན-བརྙན	filmstrip
སྒྲོམ-གཞི-བར-ཁུལ	frame buffer
སྒྲོམ-གཞི	frame
སྒྲོམ-བུའི-རེའུ-མིག	chapin chart
སྒྲོམ-རིས	block diagram
སྔ-དུས-ཀྱི-སྡོམ-པ	early binding
སྔ-ཕྱིར	consecutive
སྔ-འདྲེན-ཚབ-ཨང	preamable
སྔར-ཡོད	built-in; predefined
སྔོ-དཀར	white blue
སྔོ-ལྗང	teal
སྔོ-སྐྱ-ལྗང-སྐྱ	aqua green
སྔོ-སྐྱ	aqua
སྔོན-ཀློག-སྡུད-མགོ	pre-read head
སྔོན-གསོག	to prestore
སྔོན-དཔག-ལེན-མཁན	intended recipient
སྔོན-དཔག-ཨང-སྒྲིག	prediction coding
སྔོན-པོ	blue
སྔོན-ཕྲེང-མཇུག-གཞུང	across; then down
སྔོན-ཕྲེང-ལྟར-ཤོག-ལྷེ-འདྲེན-པ	anticipatory paging
སྔོན-བཀོད-མཚོན-གཞིའི-ངོ-རྟགས	predefined identifier
སྔོན-བཀོད-རིགས-གྲས	predefined type
སྔོན-བཀོད	predefined
སྔོན-བཤེར-དུས-ཚོད	prescanning time
སྔོན-འགེབས	backward recovery
སྔོན-འགོག-ཉམས-གསོ	preventive maintenance
སྔོན-འགྲོའི-ཆ-རྐྱེན	precondition
སྔོན-འགྲོའི-ཆ-ཤས	premise part
སྔོན-འགྲོའི-སྒྲིག-གཅོད-བྱ-རིམ	preprocessor
སྔོན-འགྲོའི-སྒྲིག-གཅོད	preprocessing
སྔོན-འདེམས-སྡེ-ཚན	preference
སྔོན-འདེམས	preferred
སྔོན-འདོགས-ཐབས	prefix notation
སྔོན-འཛུལ-སྔོན-ཐོན	oldest first
སྔོན-ལྟ-བྱ-རིམ	previewer
སྔོན-ལྟ-སྐྱེད-སྒྲུབ	generate preview
སྔོན-ལྟ	preview
སྔོན-སྒྲིག	bring to front; preset; default
སྔོན-སྒྲིག-ཞུགས-གྲངས	preset parameter
སྔོན-སྤྱོད-བཀོལ	operator precedence
སྔོན-སྤྱོད-རིམ-པ	priority
སྔོན-སྦྱོར	prefix
སྙན-ཞུ	report
སྙིགས-སྒམ-གཙང-སེལ	empty recycle bin
སྙིགས-སྣོད	recycle bin
སྙེར-སུལ	waviness
སྙོམ-སྒྲིག	alignment
སྙོམ-སྒྲིག-ཆས	modem
སྙོམ-སྒྲིག-ཕྱོད	modulation rate
སྙོམ-སྒྲིག-རུང-བའི-བསྡོམས-འབོར	adjustable-size aggregate
སྙོམས-གཏན-ཆ-འཕྲིན-ཁུངས	stationary information source
སྙོམས-གཏན-བརྡ-འཕྲིན-ཁུངས	stationary message source
སྙོམས-ཐང	mean
སྙོམས-འདིང	tile
སྟབས-བདེ-ཚོར-ཆས	simple perceptron
སྟབས-བདེ	simple
སྟབས-བདེའི-གསང-ཨང	simple password
སྟབས-བདེའི-གསལ-བཤད	description of simple
སྟབས-བདེའི-བརྗོད-ཚིག	simple statement
སྟབས-བདེའི-ཡིག-ཆ	simple file
སྟབས-བདེའི-ལྷོད-གཏོང	simple buffering
སྟར-གཅིག-གཡས-སྤོ	move right a column
སྟར-གཅིག-གཡོན-སྤོ	move a column to left
སྟར-བརྗེ	change column
སྟར-ཞེང	column width
སྟར-རང-སྒྲིག	auto arrange
སྟར-སྒྲིག	arrange
སྟར-སྒྲིག-བྱེད-སྟངས	order by
སྟར-སྒྲིག-སྒེའུ-ཁུང	arranges windows
སྟར	column
སྟེགས-འཇོག-རྩིས-འཁོར	desktop
སྟེགས-རྒྱབ-ཞབས-ཞུ	background service
སྟེགས-རྒྱབ-འཁོར-སྐྱོད	working in background
སྟེགས-སྟེང-རྩིས-ཆས	desk-top calculator
སྟེང	top
སྟེང-ཐག	top margin
སྟེང-ཡིག	superscript
སྟོང-གནས-མཚམས-གཅོད-རྟགས	kilobit separator
སྟོང-ཆ	blank; blank character
སྟོང-པ	empty
སྟོང-པའི-སྨྱན-གཟུགས	blank medium
སྟོང-མིག	space
སྟོང-ཟུར-སྐར-ཆ	milliseconds
སྟོང-འཇོག	blanking
སྟོང-འཇོག-ཡིག-རྟགས	space character
སྟོང-རྟགས-སྲ-མོ	hard space
སྟོང-ལུས-ཡིག-རྟགས	required character
སྟོང-ལུས	opening
སྟོང-སངས-སྡུད-ཐགས-འཇུག-སྒམ	vacuum column
སྟོད-རྟགས-བར-གསེང	superscript interval
སྟོན-མདའ-སྟོང-པ	null pointer
སྟོན-མདའ	pointer
སྟོན-མདའི-རིགས-གྲས	pointer type
སྟོན-འགྲེམས-ཟིན-བྲིས	presentation document
སྟོན-འགྲེམས-ཡིག-ཆ	presentation document
སྟོན-འགྲེམས-རི-མོ	presentation graph
