འབའ-ཞིག	kevala. n^anyatra
ཡོངས-སུ-མི-སྐྱོ-བ	na parikhidyate
ཡོངས-སུ-མི-གཏོང-བ	pari-/tyaj:parityajanti
ཡོངས-སུ-སྟོན-པ	paridIpana
ཡོངས-སུ-གདུང-བ	paridAha; paritamanA
ཡོངས-སུ-གདུང-བ-དང-བཅས-པ	sa-paridAha
ཡོངས-སུ-གདུང-བ-མེད-པ	niSparidAha. a-paritamanA. a-paritasana
ཡོངས-སུ-གདུང-བ-མེད-པའི-རང-བཞིན-ཅན	a-paritasana-jAtIya
ཡོངས-སུ-གདུང-བར-བྱེད-པ	pari-/tap:paritapyate. saM-/tap:saMtApayati
ཡོངས-སུ-བསྡུས-པ	parigRhItatA. parigRhIta
ཡོངས-སུ-བརྗོད-པ	parikIrtita
ཡོངས-སུ-བརྟག-པ	parikalpita
ཡོངས-སུ-མ-ཟད	na parikSINam
ཡོངས-སུ-མ-ཞུ-བ	a-pariNata
ཡོངས-སུ-མ-བཏང-བ	a-parityakta
ཡོངས-སུ-མ-བརྗོད-པ	a-parikIrti
ཡོངས-སུ-མ-ཤེས-པ	a-parijJAtatva. a-parijJAna
ཡོངས-སུ-མ-ཤེས-པའི-རྒྱུ-ལས-བྱུང-བ	a-parijJAna-hetuka
ཡོངས-སུ-མ-གྱུར-པ	a-vipariNata
ཡོངས-སུ-མ-སྨིན-པ	a-paripakva
ཡོངས-སུ-མ-ཉམས-པ	a-paribhinna
ཡོངས-སུ-མ-ཉམས-པའི-སྤྱོད	a-paribhraSTa
ཡོངས-སུ-མ-བརྟས-པ	a-paripuSTa
ཡོངས-སུ-མ-རྫོགས-པ	a-paripUrNa
ཡོངས-སུ-མ-བསྒོམས-པ	a-paribhAvita
ཡོངས-སུ-མ-གྲུབ-པ	a-pariniSpanna
ཡོངས-སུ-དཀྲིས-པ	pariveSTita
ཡོངས-སུ-གཅོད-པར-བྱེད-ཅིང-ཤེས-པར-བྱེད-པ	paricchinatti jAnAti
ཡོངས-སུ-འདྲེན-པ	pariNAyaka
ཡོངས-སུ-འདྲེན-པ-མེད-པ	a-pariNAyaka
ཡོངས-སུ-བསྔོ-བ	pariNAmanA. pari-/nam:pariNamayati
ཡོངས-སུ-བསྔོ-བའི-དབང	pariNAmanA-vaza
ཡོངས-སུ-བཟུང-བ	parigRhIta. parigraha; parigRhItatva
ཡོངས-སུ-བཟུང-ནས	parigRhya
ཡོངས-སུ-བཟུང-བའི-དངོས-པོ	parigraha-vastu
ཡོངས-སུ-བཟུང-བའི-དངོས-པོ-བདུན	sapta parigraha-vastUni
ཡོངས-སུ-བཟུང-བའི-འདུ-ཤེས	parigraha-saMjJA
ཡོངས-སུ-སྦྱང-བ	paricaya
ཡོངས-སུ-སྦྱང-བར-གྱུར-པ	kRta-paricaya
ཡོངས-སུ-སྤྱོད-པ	paribhujyamAna
ཡོངས-སུ-སྤྱོད-པར-བྱེད-པ	paricAraka. pari-/bhuj:paribhuGkte
ཡོངས-སུ-སྤྱོད-པར-བྱ-བའི-ས	parikarma-bhUmi
ཡོངས-སུ-སྤྱོད-པ-བྱས-པ	kRta-paricaya
ཡོངས-སུ-བརྩལ-བ-ཆེན-པོ	mahatyA paryeSTayA
ཡོངས-སུ-བརྩིས-ན	parigaNyamAna
ཡོངས-སུ-བསྒྲགས-པ	parikIrtita
ཡོངས-སུ-འཆད-པའི-རྣམ-པ	paricched^akAra
ཡོངས-སུ-འཇུ-བ	pariNAma
ཡོངས-སུ-འཇུ-བའི-རྒྱུ-ལས-བྱུང-བའི-ཉེས-དམིགས	vipariNAm^anvaya AdInavaH
ཡོངས-སུ-འཇུ-བར-འགྱུར-བ	pari-/Nam:pariNamiSyati. vi-pari-/Nam:vipariNamati
ཡོངས-སུ-ཐར-བར-འགྱུར-བ	pari-/muc:parimucyate
ཡོངས-སུ-སྦེད-པ	pari-/hR:pariharati
ཡོངས-སུ-སྨིན-པ	paripakva; pariNAma. paripAka
ཡོངས-སུ-སྨིན-པར-བྱ-བ	paripAka. paripAcana; paripAcanA
ཡོངས-སུ-སྨིན-པར-བྱ-བའི-ཐབས	paripAk^opAya. paripAcana-upAya
ཡོངས-སུ-སྨིན-པར-བྱ-བའི-གང-ཟག	paripAcya-pudgala
ཡོངས-སུ-སྨིན-པར-མཛད-པ	paripAcayitavya
ཡོངས-སུ-སྨིན-པར-གྱུར-པ	paripAka
ཡོངས-སུ-སྨིན-པར-འགྱུར-བ	paripAka-gamaniiya
ཡོངས-སུ-སྨིན-པར-བྱེད-པ	paripAka. paripAcaka; pari-/pac:paripAcayati
ཡོངས-སུ-སྨིན-པར-བྱེད-པའི-གང-ཟག	paripAcaka-pudgala
ཡོངས-སུ-སྨིན-པར-བྱེད-པའི-གང-ཟག-རྣམས	paripAcakAH pudgalAH
ཡོངས-སུ-སྨིན-པར-བྱེད-པ-ན	paripacyamAna
ཡོངས-སུ-སྨིན-པའི-གང-ཟག-གི-མཚན-ཉིན	paripakva-pudgala-lakSaNa
ཡོངས-སུ-སྨིན-པའི-རྣམ-པའི-དབྱེ-བ	paripAka-prakAra-bheda. paripAka-prabheda
ཡོངས-སུ-སྨིན-པའི-ངོ-བོ-ཉིད	paripAka-svabhAva
ཡོངས-སུ-སྨིན-པའི-རབ-ཏུ-དབྱེ-བ-ཕུན-སུམ-ཚོགས-པ	paripAka-prabheda-saMpad
ཡོངས-སུ-སྨིན-པ-འབྲིང	madhyaH paripAkaH
ཡོངས-སུ-སྨིན-པ-ཆེན-པོ	adhinAtra-pAka. adhimAtraH-paripAkaH
ཡོངས-སུ-སྨིན-པ-ཆུང-ངུ	mRdu-paripAka
ཡོངས-སུ-སྨིན-པ-ཡང-དག-པར-འགྲུབ-པ	paripAka-samudAgama
ཡོངས-སུ-བསྒྱུར-བ	pariNAma. pAriNAmikI
ཡོངས-སུ-བསྒྱུར-བའི-རྫུ-འཕུལ-གྱི-རྣམ-པའི-རབ-ཏུ-དབྱེ-བ	pAriNAmikyA RddheH prakAra-prabhedaH
ཡོངས-སུ-འགྲིབ-པར-མི-འགྱུར-བ	na parihIyate
ཡོངས-སུ-འགྲིབ-པར-འགྱུར-བ	parihANIya
ཡོངས-སུ-བཙལ-བ	parimArgita. pary-/AiS:paryeSate. paryeSaNa. paryeSita
ཡོངས-སུ-བཙལ-ནས	pary-A-/iS:paryeSya
ཡོངས-སུ-བཙལ-བའི-རྗེས-སུ-ཞུགས-པ	paryeSaN^anucaritA
ཡོངས-སུ-བསྡུ-བ	parikarSaNa
ཡོངས-སུ-བསྡུ-པར-བྱེད-པ	parigrahaM kurvan
ཡོངས-སུ-བསྡུ-པའི-ཚུལ-ཁྲིམས	parigraha-zIla
ཡོངས-སུ-བསྐང-བ	paripUrayitum
ཡོངས-སུ-བརྟགས-ནས	parikalpya
ཡོངས-སུ-རྫོགས-ནས	paripUrayitvA
ཡོངས-སུ-རྫོགས-པ	paripUri. paripUrNa; pariniSpanna. parisamApti
ཡོངས-སུ-རྫོགས-པ-མ-ཡིན-པ	a-pariniSpanna
ཡོངས-སུ-རྫོགས-པར-མི-འགྱུར-བ	a-paripUri
ཡོངས-སུ-རྫོགས-པར-གྱུར-པ	pari-/pR:paripUryate
ཡོངས-སུ-རྫོགས-པར-བྱེད-པ	paripUri; paripUraka. pari-/pR:paripUrayati. pari-/pR:paripUrayitum
ཡོངས-སུ-རྫོགས-པར-བྱེད-པར-འདོད-པ	paripUrayitu-kAma
ཡོངས-སུ-རྫོགས-པར-འགྱུར-བ	paripUri. pari-/pR:paripUrayati. pari-/pR:paripUryate. saMpUrNa. /pR:pUryeta
ཡོངས-སུ-རྫོགས-པར-བྱ-བ	paripUraNa; paripUri
ཡོངས-སུ-རྫོགས-པར-བྱས-ནས	pari-/pR:paripUrayitvA. pari-/pR:paripUrya
ཡོངས-སུ-རྫོགས-པར-བྱས-ཏེ	pari-/pR:paripUrya
ཡོངས-སུ-བསྟན-པ	paridIpita; parikIrtita. pradIpana
ཡོངས-སུ-སྐྱོབ-པ	paritrANatA
ཡོངས-སུ-སྐྱོབ-པར-བྱེད-པ	pari-/trA:paritrAyate. pari-/trA:paritrAyamANa
ཡོངས-སུ-བྱང-བ	paryavadAta
ཡོངས-སུ-བྱང-བར-མཛད-པ	paryavadApakatva
ཡོངས-སུ-དྲི-བ	paripRcchanika. paripRcchA
ཡོངས-སུ-དྲི-བར-བྱ-བའི-གནས-ཀྱི-ཆོས	paripRcchA-sthAnIyeSu dharmeSu
ཡོངས-སུ-ཉོན-མོངས-པ-མེད-པ	a-parikleza
ཡོངས-སུ-བསྐྱབ-པ	paritrANa
ཡོངས-སུ-བསྐྱབ-པར-མི-བྱ-བ	a-paritrANa
ཡོངས-སུ-སྦྱོང-བ	parizodhanA
ཡོངས-སུ-སྦྱོང-བ-བྱས-པ	kRta-paricaya
ཡོངས-སུ-སྦྱོང-བར-བྱེད-པ	parizodhayat
ཡོངས-སུ-སྦྱོང-བར-བྱེད-པའི-ལས	parizodhakAni karmANi
ཡོངས-སུ-དག-པ	parizuddhi; parizuddha. paryavadAta. vizuddhi
ཡོངས-སུ-དག-པར-འགྱུར-བ	pari-/zudh:parizudhyati
ཡོངས-སུ-དག-པར-བྱེད-པ	parizodhaka. parizodhanatA
ཡོངས-སུ-དག-པར-བྱ-བ	parizodhanatA
ཡོངས-སུ-དག-པར-བྱས-པ	parizodhita
ཡོངས-སུ-དག-པ-དང-ཡོངས-སུ-བྱང-བ	parizuddhaH paryavadAtaH
ཡོངས-སུ-དག-པ-རྟོག-པར-བྱེད-པ	pArizuddhiM nigacchati
ཡོངས-སུ-གྱུར-པ	vipariNata
ཡོངས-སུ-གཏོང-བ	parityAga; pari-/tyaj:parityajati
ཡོངས-སུ-གཏོང-པ	parityakta. parityAga
ཡོངས-སུ-གཏོང-བར-བྱེད-པ	pari-/tyaj:parityajati
ཡོངས-སུ-བཏང-བ	parityAga
ཡོངས-སུ-འཛིན-པ	parigraha. pari-/grah:parigRhNAti
ཡོངས-སུ-འཛིན-པར-བྱེད-པ	parigraha. pari-/grah:parigRhNanti
ཡོངས-སུ-འཛིན-པར-སྣང-བ	parigrahe saMdRzyante
ཡོངས-སུ-འཛིན-པར-འགྱུར-བ	parigRhNIya. pari-/grah:parigrahISyanti
ཡོངས-སུ-འཛིན-པ-དང-བཅས-པ	sa-parigraha
ཡོངས-སུ-འཛིན-པ-མེད-པ	a-parigrahatva. a-parigraha
ཡོངས-སུ-འཛིན-པའི-རྒྱུ	parigraha-hetu
ཡོངས-སུ-ཤེས-པ	parijJAna. parijJA; parijJAtR. pari-/jJA:parijAnat
ཡོངས-སུ-ཤེས-པར-བྱེད-པ	pari-/jJA:parijAnAti
ཡོངས-སུ-ཤེས-པར-བྱ-བ	parijJeya
ཡོངས-སུ-ཤེས-པར-བྱ-བའི-བདེན-པ	parijJeya-satya
ཡོངས-སུ-ཤེས-པར-བྱས-ནས	pari-/jJA:parijJAya
ཡོངས-སུ-ཤེས-པར-བྱས-ཤིང	pari-/jJA:parijJAya
ཡོངས-སུ-ཤེས-པར-བྱས-ཤིང-ཡོངས-སུ-ཤེས-པར-བྱས-ནས	parijJAya parijJAya
ཡོངས-སུ-ཤེས-པར-གྱུར-པ	parijJAto bhavati. samyak-parijJAna
ཡོངས-སུ-ཟིན-པ	parigRhIta. parigraha; parigRhItatA. abhinirgRhIta
ཡོངས-སུ-སྐྱེད-པར-བྱེད-པ	pari-/syad:pariSyandayanti
ཡོངས-སུ-བསྒོས-པ	paribhAvitatva. paribhAvita; paribhAvanA
ཡོངས-སུ-ཟད-པ	parikSaya; parikSINatA. parikSINa. parisamApti. paryAdAna
ཡོངས-སུ-ཟད-ཅིང-ཐུག-པར-འགྱུར-བ	parikSayaM paryAdAnaM gaccheyuH
ཡོངས-སུ-ཟད-པར-འགྱུར-བ	parikSaya
ཡོངས-སུ-སྐྱོང-བར-བྱེད-པ	pari-/pAlaya:paripAlayati
ཡོངས-སུ-བསྒོམ-པ	paribhAvita
ཡོངས-སུ-ཚོཨོལ-བ	parigaveSaNa. paryeSaNatA
ཡོངས-སུ-ཉམས-པ	parihANi; paribhraMza. parihANa
ཡོངས-སུ-ཉམས-པར-འགྱུར-བ	parihANi
ཡོངས-སུ-ཉམས-པར-འགྱུར-བའི-ཆོས	parihANAya dharmam
ཡོངས-སུ-ཉམས-པར-བྱེད-པ	pari-/hA:parihApayati
ཡོངས-སུ-ཉམས-པར-མི-འགྱུར-བ	na parihIyate. na-parihIyante. a-parihANi
ཡོངས-སུ-ཉམས-པ-མ-ཡིན-པ	a-parihANIyatva
ཡོངས-སུ-གཡོ-བ	parispanda
ཡོངས-སུ-དཔོག-པ	pari-/tul:paritulayati
ཡོངས-སུ-ཞུ-བ	paripRcchA
ཡོངས-སུ-ཞུ-བར-བྱེད-པ	paripraznI-karoti
ཡོངས-སུ-མྱ-ངན-ལས-འདས-པ	parinirvANa
ཡོངས-སུ-མྱ-ངན-ལས-འདས-པར-གྱུར-པ	parinirvRta
ཡོངས-སུ-མྱ-ངན-ལས-མི-འདའ-བའི-ཆོས-ཅན-གྱི-རྟགས	a-parinirvANa-dharmaka-liGga
ཡོངས-སུ-མྱ-ངན-ལས-མི-འདའ-བའི-ཆོས-ཅན-གྱི-སེམས-ཅན-རྣམས	a-parinirvANa-dharmakANAM sattvAnAm
ཡོངས-སུ-མྱ-ངན-ལས-ཟློ-བར-གྱུར-པ	parinirvApayitR
ཡོངས-སུ-མྱ-ངན-ལས-འདའ-བ	parinirvRti
ཡོངས-སུ-མྱ-ངན-ལས-འདའ-བར-བྱ-བ	parinirvANa
ཡོངས-སུ-མྱ-ངན-ལས-འདའ-བར-བྱེད-པ	pari-nir-/vA:parinirvAti
ཡོངས-སུ-མྱ-ངན-ལས-འདའ-བར-འགྱུར-བ	pari-nir-/vA:parinirvAti
ཡོངས-སུ-མྱ-ངན-ལས-འདའ-བའི-ཆོས-ཅན	parinirvANa-dharmaka
ཡོངས-སུ-མྱ-ངན-ལས-འདའ-བའི-ཆོས-ཅན-མ-ཡིན-པ	a-parinirvANa-dharmaka
ཡོངས-སུ-འདྲིས-པ	paricaya
ཡོངས-སུ-འདྲིས-པར-གྱུར-པ	paricita
ཡོངས-སུ-འདྲིས-པའི-སྟོབས	paricaya-bala
ཡོངས-སུ-ཡི-ཆད-པ-མེད-པ	a-paritasyamAna
ཡོངས-སུ-ཡི-ཆད-པར-འགྱུར-བ	pari-/tras:paritrasyati
ཡོངས-སུ-དཔྱད-པར-བྱ-བ	parimImAMsayeyam
ཡོངས-སུ-གཏུགས-པ	paryAdatte
ཡོངས-སུ-སྔོ-བར-བྱེད-པ	pariNAmayitR. pari-/nam:pariNAmayati
ཡོངས-སུ-སྡུད-པ	parikarSaka. parikarSaNa
ཡོངས-སུ-སྤང-བ	parivarjanatA
ཡོངས-སུ-སྤང-བར-བྱ-བ	parivarjayitavya
ཡོངས-སུ-སྤང-བར-བྱ-བའི-མཚན-མ	parivarjanIya-nimitta
ཡོངས-སུ-ཞེན-པ	parigardha
ཡོངས-སུ-ཞེན-པ-ལ-ཟས-སྦྱིན-པ	parigardha-paiNDilya
ཡོངས-སུ-འགྲུབ-པ	/Rdh:Rdhyati
ཡོངས-སུ-གཡེན-བ	pariplava
ཡོངས-སུ-སྐྱོ-བར-མི-འགྱུར-བ	na parikhidyate. a-parikhinna
ཡོངས-སུ-སྐྱོ-བ-མེད-པ	a-parikhidyamAna. a-paritasyamAna
ཡོངས-སུ-ཚིམ-པར-བྱེད-པ	prati-/prI:pratiprINayati
ཡོངས-སུ-སྐེམས-པར-བྱེད-པ	pari-/zuS:parizoSayati
ཡོངས-སུ-བསྒོམས-པ	paribhAvita
ཡུད-ཙམ	muhUrta; muhUrtaka
ཡུད-ཙམ-ཅིག	muhUrta
ཡུད-ཙམ-ཡུད-ཙམ	muhUrta-muhUrtam
ཡུལ	deza. viSaya
ཡུལ-འཁོར	rASTra
ཡུལ-ཙམ	viSaya-mAtra
ཡུལ-དབུས-སུ-སྐྱེས-པ	Ary^ayatane pratyAjAtiH
ཡུལ-ཐམས-ཅད	sarva-deza
ཡུལ-སྡུག-པ	viSaya-zubha
ཡུལ-སྤྲུལ-པ	viSaya-nirmANa
ཡུལ-འཁོར-སྲུང	dhRtarASTra
ཡུལ-འཁོར-གྱི-གནས	rASTra
ཡུལ-འཁོར-གྱི-བསོད-སྙོམས	rASTra-piNDa
ཡུལ-གྱི-མི	jana-pada. jAna-pada
ཡུལ-གྱི-སྟོབས	viSaya-bala
ཡུལ-གྱི-རྐྱེན-ལས-གྱུར-པ	viSaya-pratyaya
ཡུལ-གྱི-ཚོར-བ-ལ-དམིགས-པ	viSaya-vedan^alambana
ཡུལ-གྱི-སྤྲུལ-པ	viSaya-nirmANa
ཡུལ-གྱི-བཟང-མོ	jana-pada-kalyANI
ཡུལ-གྱི-འདོད-ཆགས	viSaya-rAga
ཡུལ-གྱི-དངོས-པོ	deza-vastu
ཡུལ-གྱི-དངོས-པོ-སྦྱིན-པ	deza-vastu-dAnatA
ཡུལ-རྒྱ-ཆེ-བའི-མཐའ	deza-vaipulya-paryavasAna
ཡུལ-ལས-སྐྱེས-པའི-ཚོར-བའི-དབང-གིས-འབྲས-བུ	viSaya-nirjAtaM-veditam adhipati-phalam
ཡུལ-ལས-སྐྱེས-པའི-འབྲས-བུ-ལ-རྨོངས-པ	viSaya-nirjAta-phala-sammoha
ཡུལ-ལྐོག-ཏུ-མ-གྱུར-ལ-བཏང-སྙོམས-སུ-འཇོག-པ	viSay^aviparokSayA-upekSayA
ཡུལ-ལྐོག-ཏུ-གྱུར-ལ-སེམས-པ	viSaya-viparokSayA cetanayA
ཡུལ-ཡང-དག-པར-སྡོམ-པའི-ཕྱིར-སྡོམ-བརྩོན-པ	viSaya-saMyamAd yatiH
ཡུལ-གྱིས-བསྐལ-བ	deza-viprakarSa
ཡུལ-ངན-པར-གནས-པ	ku-deze-vasati. a-deza-vAsa
ཡུལ-ངན-པ-ལ-གནས-པ	ku-deza-vAsin
ཡུལ-ན-གནས-པ	deza-stha
ཡུལ-དག-ལ-སྤྱོད-པ	viSayAm-upabhuGkte
ཡུལ-མ-ཡིན-པ	a-deza
ཡུལ-ལ-ལོངས-སྤྱོད-པའི-འབྲས-བུ	viSay^opabhoga-phala
ཡུལ-ལ-དམིགས-པར-བྱེད-པ	viSay^alambana
ཡུལ-ལ-ཉེ-བར-སྤྱོད-པའི-རྐྱེན	viSay^opabhoga-pratyaya
ཡུལ-ལ-གཞན-དུ-འགྲོ-བ	dez^antara-prasthita
ཡུལ-ལ-འདུན-པ	viSaya-chanda
ཡུལ-ལ-གཞོལ-བ	viSaya-nimna
ཡུལ-ལ-ལྷག-པར-ཞེན-པར-འགྱུར-བ	viSay^adhyavasita
ཡུལ-ལ-ཁྱབ-པའི-རྒྱས-པ-ལས-བྱུང-བ	deza-vyApt^aupacayika
ཡུལ-དང-འདྲ-བ	viSaya-sadRza
ཡུལ-དང-བྲལ-བར-གནས-པ-ལ-ཟས-སྦྱིན-པ	viSaya-vaikalya-stha-paiNDilya
ཡུལ-སྣང-བར-གྱུར-པ	viSaya AbhAsagataH
ཡུལ-འདོད-པ	viSaya-prArthanA
ཡུལ-ཉེ-བར-ལེན-པར-བྱེད-པ	viSay^opAdAna
ཡུལ-ཉེ-བར-གནས-པ	pratyupasthite viSaye
ཡུལ-ཡོངས-སུ-ལོངས-སྤྱོད-པར-བྱེད-པ	viSaya-paribhoga
ཡུལ-ཡོངས-སུ-གྱུར-པ	viSaya-pariNAma
ཡུམ	mAtR
ཡུན-རིང	cira
ཡུན-རིང-བ	dIrgha-kAlika. dUra. prAkarSika. Ayata
ཡུན-རིང-དུ	cira-kAlam. cira-kAlikam. ciram. cireNa. dIrgha-kAla. dIrgha-kAlika
ཡུན-རིང-པོ	dIrgha-kAla. Ayata; dIrgha-kAlika
ཡུན-རིང-པོར	cireNa. dIrgha-kAlam. dIrgha-kAla. dIrgha-rAtram. dIrgha-rArtram
ཡུན-རིང-པོས	cireNa
ཡུན-རིང-པོར-གནས	cira-sthiti
ཡུན-རིང-པོར-འཛིན-པ	dIrgha-kAlika-parigraha
ཡུན-རིང-བ-དང-རྒྱུན-མི-འཆད-པ	dIrghaM-nirantaram
ཡུན-རིང-དུ-ཉམས-འོག-ཏུ-ཆུད-པར-མ-བྱས-པ	dIrgha-kAl^aparijayAt
ཡུན-རིང-དུ-མི-གནས-པ-ཉིད	itvara-pratyupasthAyitvA
ཡུན-རིང-དུ-གནས-པ	cira-sthitikatA
ཡུན-རིང-དུ-གནས-པ-ཉིད	cira-sthitikatA
ཡུན-རིང-དུ-གནས-པར-བྱེད-པ	cira-sthitikatA
ཡུན-རིང-དུ-གནས-པར-བྱ-བ	cira-sthiti
ཡུན-རིང-དུ-རྗེས-སུ-འབྲེལ-བར-འགྱུར-བ	dIrgha-kAlam anubaddho bhavati
ཡུན-རིང-པོ-ནས	dIrgha-kAlam; dIrgham adhvAnam. dIrgha-rAtram
ཡུན-རིང-པོ-ཞིག-གིས	cireNa kAlena
ཡུན-རིང-པོ-ནས-གོམས-ཤིང-ཡོངས-སུ-བྱང-བར-བྱས-པ	dIrgha-kAl^abhyAsa-paricaya
ཡུན-རིང-པོ-ནས-བསམ-པ-དང-བྱས-པ-དང-སྨྲས-པ	cira-cintita-kRta-bhASita
ཡུན-རིང-པོ-ནས-མ-གོམས-པ	a-dIrgha-kAl^abhyAsa
ཡུན-རིང-པོ-ནས-སྨྲས-པ	cira-bhASita
ཡུན-རིང-པོ-ནས-བྱས-པ	cira-kRta
ཡུན-རིང-པོ-ནས-བྱས-པ-དང-ཡུན-རིན-པོ-ནས-སྨྲས-པ	cira-kRta-cira-bhASita
ཡུན-རིང-པོ-ནས-འདྲིས-པ	dIrgha-kAla-paricita. dIrgha-kAla-saMstava
ཡུན-རིང-པོ-མ-ཡིན-པར-འཛིན-པ	a-dIrgha-kAlikaH parigrahaH
ཡུན-རིང-མོ-ཞིག-ནས	dIrgheNa kAlena
ཡུན-ཐུང-ངུར	ittaka-kAla
ཡུན-ཆེས-ཐུང-བ	nyUna-tara
ཟ-བ	pari-/bhuj:paribhokSyate. bhakSaNa. Azin. /bhakS:bhakSayanti
ཟ-མ-ཏོག	samudga
ཟ-བ-པོ	bhoktR
ཟ-བ-པོའི-སྐྱེས-བུ-གང-ཟག	bhoktA puruSa-pudgalaH
ཟ-བར-བྱེད-པ	A-/hR:Aharati
ཟབ-མོ	gambhIra
ཟབ-པ	gambhIra
ཟབ-མོར-སྣང-བ	gambhIr^abhAsa
ཟབ-མོའི-གནས	gambhIrANAM sthAnAnAm. gambhIreSu sthAneSu
ཟབ-མོའི-གཏམ	gambhIrAyAM-kathAyAm
ཟབ-མོའི-དོན-དང-ཚིག	gambhIram artha-padam
ཟབ-མོ-སྟོན-པ-ཐམས-ཅད-ཀྱིས-སྐྲག-པ	sarva-gambhIra-nirdeza-trAsa
ཟབ-མོ-ལ-དགའ-བ-ལེགས-པར-གནས-པ	gambhIra-susanniviSTa-prasAda
ཟབ-པས-ཆེས-ཟབ-པ	gambhIrAd gambhIratarAm
ཟབ-པར-སྣང-བ	gambhIr^avabhAsa. gambhIr^abhAsa
ཟད-པ	kSaya. kSINa; prakSINa
ཟད-པའི-ཆོས-ཅན	kSaya-dharmaka
ཟད-པའི-ཆོས-ཅན-ཟད-པ	kSaya-dharmakasya kSayaH
ཟད-པ-ཤེས-པ	kSaya-jJAna
ཟད-པ-ཐོབ-པ	kSaya-prApti
ཟད-པར-གྱི-སྐྱེ-མཆེད	kRtsn^ayatana
ཟད-མི-ཤེས-པ	a-kSaya
ཟད-མི-ཤེས-པ-ཅན-གྱི-སྦྱིན-པ	a-kSayaNikA-pradAna
ཟག-པ	Asrava
ཟག-པར-གྱུར-པ	anu-/sru:anusraveyuH
ཟག-པ-མེད-པ	anAsrava
ཟག-པ-མེད-པའི-སེམས-རྣམ-པར-གྲོལ-བ-དང-ཤེས-རབ-རྣམ-པར-གྲོལ-བ	anAsravA ceto-vimuktiH prajJA-vimuktiH
ཟག-པ-མེད-པའི-ཤེས-པ	anAsraveNa-jJAnena
ཟག-པ-མེད-པའི-རྗེས-ལས-ཐོབ-པ-འཇིག-རྟེན-པའི-ཤེས-པ	anAsrava-pRSTha-labdhena-laukikena jJAnena
