འམ	[C]vA; [C]athavA-api
སྣང-བ	avabhAsa. Aloka; [MSA]avabhAsa. Aloka; [MSA]AbhAsa; [GD]pratibhA; [C,TN,N]pratibhAsa; [MV]pratibhAs-; [C,MSA,MV]pratibhASa [C](=prabhAsa); [MSA]pratibhASita; [MSA]avabhAsa. Aloka; [C,MV]darzana; [C]dRzyate; (√dRz): [MSA]dRzyase; [C]prakAza (=avabhAsa. Aloka); [TN]khyAti; [MSA]khyAna; [MV]prakhyAna; [MSA]prakhyAnatA; [MV]saMprakhyAti; [MSA]vikhyAna; avabhAsana; AbhAsA
སྣང-ངོ	[C]saMdRzyate; [C]avabhAsa; [C]Aloka
སྣང-ཡུལ	pratibhAsa-viSaya
སྣང-བར-བྱ	[C]obhAsana
སྣང-བར-གྱུར	[C]saMdRzyate
སྣང-བར-འགྱུར-བ	[C]Aloka-bhUta
སྣང-བར-བྱེད-པ	[C]Alokam karoti; [C]avabhAsaM karoti; [C]avabhAsa-kara; [C]Aloka-kara; [MSA]prabhAsana
སྣང-བར-བགྱིད-པ	[C]Aloka; [C]Aloka-kari
སྣང-བར-གྱུར-པ	[MV]pratibhAsatva
སྣང-བའི-རྒྱུ	[MV]saMprakhyAna-kAraNa
སྣང-བའི-དེ-ཁོ-ན	[MV]dRzya-tattva
སྣང-བའི-རྒྱུ-མཚན	[MSA]saMprakhyAna-nimitta
སྣང-བའི-འཁྲུལ-པ-ཡོད-པ	[MV]pratibhAsa-bhrAnti-sadbhAva
སྣང-བྱེད-སྲོག-ཆགས	[C]jyotika-prANi-bhUta
སྣང-ལ-མ-ངེས	aniyata-pratibhAsa
སྣང-ལ-མ-ངེས-པ	*aniyata-pratibhAsa
སྣང-ལ-མ-ངེས-པའི-བློ	aniyata-pratibhAsa-buddhi
སྣང-སེམས-ཙམ	[MSA]nibha-citta-mAtra
སྣང-བ-འོད	[L]prabhA
སྣང-བ-མཆེད-པའི-ཏིང-ངེ-འཛིན	AlokavRddhisamAdhi
སྣང-བ-མ-མཆིས-པ	[C]apratibhAsa
སྣང-བ-ཐོབ-པའི-ཏིང-ངེ-འཛིན	AlokalabdhasamAdhi
སྣང-བ-མེད-པ	[C]apratibhAsa
སྣང-བ-བྱེད-པ	[C]avabhAsaM karoti; [C]avabhAsa-kara; [C]Aloka-kara; [MSA]Aloka-karatva
སྔ	pUrva; [L]pUrva; [MSA]Adi
སྔ-དྲོ	[C]purobhakta; [L]pUrvAhna
སྔ-ལྟས	pUrva-nimitta; [C]pUrva-nimitta
སྔ-མ	[C,MSA]pUrva; [C]purima
སྔ-ཕྱི	[L]paurvyAparyyam
སྔ-ཕྱིར	[L]paurvyAparyyam
སྔ-རྒོལ	[LCh]pUrvavAdin
སྔ-ནས-བསགས-པ	[C]pUrva-upacita
སྔ-ན-མེད-ཕྱིར	[MSA]prAg abhAvAt
སྔ-རོལ-གྱི-ཡང-ཆེས-སྔ-རོལ	[C]pareNa paratareNa
སྔ-མ-ཕྱི-མ-ཁྱད-མེད	[MSA]paurvAparyAviziSTa
སྔ-ཕྱི-མེད-པ	[MV]apUrvAcarama
སྔ-ཕྱི-མེད-པར	[C]anupUrva-caramam; [MV]apUrvAcarama
སྔགས	[LCh,TN]mantra
སྔགས-པ-བསྒྲུབ-པ	[C]mantra-sAdhana
སྔགས-ཀྱི-རིགས	[C]jApya
སྔགས-ཀྱི-ཐེག-པ	mantrayAna
སྔར-རྒོལ	pUrvapakSa
སྔར-ཀུན-ནས-ཉོན-མོངས-པ-ཕྱིས-རྣམ-པར-བྱང	[MV]pUrvaM saMklezaH pazcAd vyavadAnaM
སྔར-གྱི-མཚན-མ	[C]pUrva-nimitta
སྔར-ལུང-མ-བསྟན	[MSA]AdAv avyAkaraNAt
སྔར-གདའ-བའི	[C]dRzyate
སྔོ	nAmayi; nati
སྔོན	pUrvaka. pUrva; [L,C,MSA,MV]pUrvaka. pUrva; [C]purvaMkara; [C]pUrvam (=pUrvaka. pUrva); [C]paurvaka
སྔོན-འགྲོ	[LCh]pUrvaka; [LCh]pUrvagama; pUrvaMgama
སྔོན-ཆད	[C]alabdha-pUrva; [MSA]pUrva
སྔོན-གྱི	[C]purA
སྔོན-པོ	nIla; [LCh,C,MSA] nIla
སྔོན-རོལ	[MSA]Adi; [MSA]prAJc
སྔོན-དུ-འགྲོ-བ	pUrvaka; [LCh]pUrvaka; [LCh]pUrvagama;[C]pUrvaG gama; [C]pUrvaMgamatA
སྔོན-དུ-འགྲོ-བར-འདོད-པ	[C]pUrvaGgamena bhavitu-kAma
སྔོན-དུ-འགྲོ-ཡེ-ཤེས	[MSA]jJAna-pUrvaMgama
སྔོན-མེད-པ	apUrva
སྔོན-མེད-པ-སྐྱེ	[MSA]apUrvotpatti
སྔོན-གྱི-དུས	[L]pUrvakAla
སྔོན-གྱི-ལས	pUrva-karman; [MSA]pUrva-karman
སྔོན-གྱི-མཐའ	[C]pUrvAntatas
སྔོན-གྱི-སྐྱེ-མཆོག-གིས	[C]parApuruSottamena
སྔོན-གྱི-སྨོན-ལམ	[MSA]pUrva-praNidhAna
སྔོན-གྱི-རྒྱལ-བ-དག-ལ-བྱ-བ-བྱས-པ-ཡིན-པར	[C]pUrva-jina-kRta-adhikAra
སྔོན-གྱི-རྒྱལ-བ-ལ-བྱ-བ-ལྷག-པར-བྱས-ཤིང	[C]pUrva-jina-kRta-adhikAra
སྔོན-གོམས-པར-བྱས-པ	[MV]pUrvAbhyAsa
སྔོན-ཆད-མ	[C]apUrva-labha
སྔོན-ཆད-པར	paricArikA(ya)
སྔོན-ཆད-སྤྱད-པར	paricArikA(yA)
སྔོན-ཆད-སྤྱོད-པའི-ཚེ	paricArikA(yA)
སྔོན-སྤྱོད-ཚེ-ན	[C]paricArikAyAm
སྔོས	nAmayi; nati
སྣོད	bhAjana; [LCh,MSA]bhAjana; [C,MSA]bhAjanatva; [MSA]peTA
སྣོད-གྱུར	[MV]bhAjanatva
སྣོད-དུ-གྱུར	[C]bhAjanI-bhUta (=paTutara-zraddhendriya-Adi-yogena pAtrI-bhUtatvAd); [MV]bhAjanatva
སྣོད-དུ-མ-གྱུར-པ-ཉིད	[MSA]a-bhAjanatva
སྣོད-དུ-མ-གྱུར-པའི-སེམས-ཅན	[MSA]abhAjana-bhUta ... sattva
སྣོད-དུ-རུང-བར-འགྱུར	[MSA](bhAjanI √bhU): bhAjanI-bhavati
སྣོད-དུ-གྱུར-པ	[C]bhAjanI-bhUta (=paTutara-zraddhendriya-Adi-yogena pAtrI-bhUtatvAd); [C]bhAjana; [MV]bhAjanatva
སྣོད-ཀྱི-འཇིག-རྟེན	bhAjana-loka; [C,MSA,MV]bhAjana-loka
སྣོད-སོ-མ-བཏང	[C]Ama-bhAjana
སྣོད-ཡོངས-སུ-སྦྱོང-བ	[MSA]bhAjana-parizodhana
སྣོད-ཆུས-བཀང-བ	[C]udaka-pAtra
སྣོད-གྱུར-པ	[C]bhAjana; [MV]bhAjanatva
སྣོད-ཉིད-དུ-ནི-བྱེད-པ	[MSA]sthApanA bhAjanatve
སྣུམ	[C]susnigdha
སྙམ	manyate
སྙམ-དུ	[LCh]iti; [L]manyate; [C]tulanA
སྙམ-དུ-རློམ	[L]mAnya
སྙམ-དུ-སེམས	[L]manyate
སྙམ-དུ-བསམ-ནས	[C]samanvAharati (=bhavatyA-rUpeNa-avadhAraNAt)
སྙམ-དུ-རེ-བར-བྱའོ	[C]pratikAGkSitavya
སྙམ-དུ-ཡིད-གཉིས	[L]vimati
སྙམ-དུ-མེད-དོ	[C]tulanA
སྙམ-དུ-སེམས-པ	[L]mAnasa
སྙམ-བརྙས-བྱེད-པ	[C]abhimanyati
སྙམས-པར-བྱེད-པ	[C]pariSyandayati
སྙན	karNa; [C]karNa; [C]kAvya; [C]priya
སྙན-གྲགས	yazas
སྙན-པ	madhura. yazas. sukha; [MSA]priya; [MSA]madhura. yazas. sukha; [MSA]madhura. yazas. sukha; [MSA]kalA (vAc); [MSA]madhura. yazas. sukha; [MSA]varNa
སྙན-པོ	[MSA]priya
སྙན-པ-དང-མི-སྙན-པའི-སྒྲ	[MSA]varNAvarNa-zabda
སྙན-པར-རབ-གྲགས	[MSA]prathita-yazas
སྙན-པར-སྨྲ-བ	[C]priya-vacana; [MSA]priyAkhyAna
སྙན-པར-སྨྲ-ཞིང	[C]priya-vAditva
སྙན-དུ-བསམ-ནས	[C]samanvAharati (=bhavatyA-rUpeNa-avadhAraNAt)
སྙེད	[C]iyat
སྙེམས	[C]parAmRzati (=mA rUpa-Ady-abhiniveza-yogena grahIr ity); [MSA]pratyaya
སྙིགས	kali
སྙིགས-དུས	[LCh]kaliyuga
སྙིགས-མ	kaSAya; [LCh,MSA]kaSAya
སྙིགས-པའི-དུས	[LCh]kaliyuga
སྙིགས-མ-ལྔ	[MSA]paJca-kaSAya
སྙིམ-པ	[C]aJjali
སྙིམ-པར-ཐོགས-ཏེ	[C]aJjaliM kRtvA
སྙིན-པོ-མེད-པ-ཡིན-པ	[C]asArika
སྙིང	hRdaya; [LCh]hRdaya; [LCh]citta; [MSA]hrasva-hRdaya
སྙིང-བརྩེ	[C,MSA]kRpA; [L]anukampa
སྙིང-པོ	sAra; [LCh,C,MSA]garbha ([C]=madhya); [LCh,L,MSA]sAra; [C]asAratA; [MSA,C]varti; [L,MSA]maNDa
སྙིང-རྗེ	karuNA. kAruNika. kAruNya; [LCh,L,MSA]karuNA. kAruNika. kAruNya; [C,MSA)kRpA; [MV]kRpatA; [MSA]karuNAyamAna; [MSA]karuNA. kAruNika. kAruNya; [MV,MSA]karuNA. kAruNika. kAruNya
སྙིང-སྟོབས	sattva; [MSA,N]sattva
སྙིང-རྗེའི-དབང	[MSA]karuNA-vaza
སྙིང-རྗེའི-རྐྱེན-བསྟན-པ	[MSA]karuNA-pratyaya-saMdarzana
སྙིང-རྗེའི-འཕེལ-བར-འགྱུར-བ	[MSA]karuNA-vRddhi-gamana
སྙིང-རྗེའི-ཕན-ཡོན	[MSA]karuNAnuzaMsa
སྙིང-རྗེའི-ཁྱད-པར	[MSA]karuNA-vizeSa
སྙིང-རྗེའི-ལྗོན-ཤིང	[MSA]karuNA-taru
སྙིང-རྗེའི-བསམ-པ	[MSA]kRpAzaya
སྙིང-རྗེའི-རང-བཞིན	[MSA]karuNA-maya
སྙིང-རྗེའི-བདག-ཉིད	[MSA]kRpAtmaka; [MSA]kRpAtman
སྙིང-རྗེའི-བདག-ཉིད-ཅན	[MSA]karuNAtmaka
སྙིང-དགའ-བར-བྱེད-པ	[MSA]hRdaya-saMtuSTi-karI
སྙིང-བརྩེ-ཆེ-ཞིང-སྙིང-བརྩེ-བ	[C]kRpA-karuNatA
སྙིང-བརྩེ-བ-ཉེ-བར-བཟུང-ནས	[C]anukampAm upAdAya
སྙིང-བརྩེ-བ-ཡོངས-སུ-སྨིན-པའི-མཚན-ཉིད	[MSA]kRpA-paripAka-lakSaNa
སྙིང-བརྩེ-བ-དང-ལྡན-པ	[MSA]kRpAlu
སྙིང-བརྩེ-ཞིང-སྙིང-བརྩེ-བ	[C]kRpA-karuNA
སྙིང-རྗེས-བསྐྱེད-པའི-སྡུག-བསྔལ	[MSA]karuNA-janita ... duHkha
སྙིང-རྗེས-བྱམས-པ-ཁྱད-པར-དུ-འཕགས-པ	karuNA-sneha-vaizeSya[MSA]
སྙིང-རྗེས-བྱས-པའི-སྦྱིན-པའི-ཕན-ཡོན	[MSA]kRpA-kRta-dAnAnuzaMsa
སྙིང-རྗེ-བ	[MSA]karuNAyana(ta)
སྙིང-རྗེ-ཅན	kRpAlu; [MSA]kRpAlu
སྙིང-རྗེ-ཆེན-པོ	mahA-karuNA; [LCh,C]mahA-karuNA
སྙིང-རྗེ-ཆེན-པོ-ཉིད	[MSA]mahA-karuNatva
སྙིང-རྗེ-ཁྱབ-པ	[MSA]karuNA-sphuraNa
སྙིང-རྗེ-བར-བྱེད-པ	[MSA](√karuNAya): karuNAyate
སྙིང-རྗེ-ཚད-མེད-པ-དང-ལྡན-པ	[MSA]karuNApramANa-yukta
སྙིང-རྗེ-རྩ-བ	[MSA]karuNA-mUla
སྙིང-རྗེ-རྣམ-པར-འཕེལ	[MSA]kRpA-vivRddhi
སྙིང-རྗེ-མེད-པ	nirdaya; [L]nirdaya
སྙིང-རྗེ-ཆེ-ཞིང-སྙིང-བརྩེ-བ	kRpA-karuNatA
སྙིང-རྗེ-དང-ལྡན-པ	kAruNika; [MSA]kAruNika
སྙིང-རྗེ-དང-ལྡན-པར-གནས-པ	[MSA]sakaruNA sthitiH
སྙིང-རྗེ-ཞིང-སྙིང-བརྩེ-བ	[C]kRpA-karuNatA
སྙིང-རྗེ-རྗེ-ལྟར	[LCh]karuNaM
སྙིང-རྗེ-ནི-རྣམ-པར-འཚེ-བའི-གཉེན-པོ	[MSA]karuNA vihiMsA-pratipakSaH
སྙིང-རྗེ-བ-བྱེད-པ	[MSA]karuNAyata
སྙིང-རྗེ-ལ-བརྟེན-ནས-ཚུལ-ཁྲིམས-དང-བཟོད-པ	[MSA]karunam agamya sile ksantau ca
སྙིང-པོ-མེད	[C]asArakata; [C]asAraka
སྙིང-པོ-དང-ལྡན-པ	[C]sAravatI
སྙིང-པོ-གསར-པར-ཐོབ-པ-ན	[C]nava-maNDa-prApta
སྙིང-པོ-མ-མཆིས-པ	[C]asArakata
སྙིང-པོ-མེད-པ	[C,MSA]asAra; [C]asAraka; [C]asArakata; [C] asArata
སྙིང-ནས-འཇུག-པར-བྱེད	[MV]bhAvena pravizati
སྙོམ-པ	[C]tulanA
སྙོམ-པར	[C]klamatha
སྙོམ-ལས-བྱེད-པར-འགྱུར	[C]kilAsin
སྙོམ-ལས-མེད-པར	[C]akilAsin
སྙོམ-པ-མེད-པ	[C]anikSipta-dhura
སྙོམས	[MSA]sama-citta
སྙོམས-འཇུག	[LCh]samApatti
སྙོམས-པ	[MSA]samatA
སྙོམས-འཇུག-པ	[C]samApatti
སྙོམས-ཞུགས-ནས	[C]samApadya
སྙོམས-པར-འཇུག-པ	samApatti; [LCh,L,MSA]samApatti
སྙོམས-པར-ཞུགས-སོ	[C]samApadyate
སྙོམས-པར-ཞུག-སོ	[C]samApadyate
སོ-སྐྱེ	[LCh]pRthag-jana
སོ-སོ	[MSA]pRthak; pratyekam
སོ-སོར	[MSA]pratyeka; [L]pRthak; [L]pratyekam
སོ-ཐར	[LCh]pratimokSa
སོ-སྐྱེ-བོ	pRthagjana
སོ-མཐར-གྱི-སྡོམ-པ	pratimokSasaMvara
སོ-སོར-སྦྱར	[C]saMsyandayati
སོ-སོར-སྤོངས	[C]pratiniHsRjati (=AzrayabalAt)
སོ-སོར-མྱོང-བར-འགྱུར-བ	[MSA](prati-saM √vid): pratisaMvedayate
སོ-སོར-འཆད-པར-བྱེད-པ	[MSA]pratidezaka
སོ-སོར-འཆགས-པ	[MSA]pratidezanA
སོ-སོར-འཆགས-པར-བྱེད	[C]pratidezayati
སོ-སོར-འཆགས-པར-འགྱུར-བ	[C]pratidezayati
སོ-སོར-བརྟགས-འགོག	[LCh]pratisaMkhyA-nirodha
སོ-སོར-བརྟགས-ནས	pratisaMkhyAya; [MSA](prati-saM √khyA): pratisaMkhyAya
སོ-སོར-བརྟགས-པ	[L,MSA]pratisaMkhyA; [MSA]pratisaMkhyAna; [C]pratyavekSate
སོ-སོར-བརྟགས-མིན-གྱི-འགོག-པ	apratisaMkhyA-nirodha
སོ-སོར-བརྟགས-པ-དང-བསྒོམས-པའི-སྟོབས	[MV]pratisaMkhyAna-bhAvanA-bala
སོ-སོར-བརྟགས-པའི-འགོག-པ	[MV]pratisaMkhyA-nirodha
སོ-སོར-བརྟགས-སྒོམ-པ	[MSA]pratisaMkhya-bhAvanA
སོ-སོར-བཀག-པ	[C]pratiSedha
སོ-སོར-བརྟག-པ	[L]pratisaMkhyA
སོ-སོར-བརྟག-པར-བྱ	[MSA](praty-ava √IkS): pratyavekSeta
སོ-སོར-བརྟག-པར-བྱས-ཏེ	[C]pratyavekSate
སོ-སོར-རྟོགས-པ	[MSA]pratibodha
སོ-སོར-བཤགས-པ	[MSA]pratidezanA
སོ-སོར-བཤགས-སོ	[MSA](prati √diz): pratidezayAmi
སོ-སོར-བཤགས-པར-བྱེད	[C]pratidezayati
སོ-སོར-སྐྱེས-བོ	pRthag-jana
སོ-སོར-སྐྱེས-བུ	pRthagjana
སོ-སོར-མ-བརྟགས-པའི-བཏང-སྙོམས	[MSA]apratisaMkhyAyopekSA
སོ-སོར-ཐར-པ	prAtimokSa; [L]prAtimokSa; pratimokSa
སོ-སོར-ཐར-པའི-སྡོམ-པ	prAtimokSa-saMvara; [MSA]prAtimokSa-saMvara
སོ-སོར-ཡང-དག-པར-རིག-པ	[C,MSA]pratisaMvid
སོ-སོར-རྟོག-གོ	[C]pratyavekSate
སོ-སོར-རྟོག-པ	pratisaMkhyAna. pratyavekSaNa; [C]pratyavekSate; [C]pratyavekSa; [MV,MSA]pratyavekSA; [MSA]pratisaMkhyAna. pratyavekSaNa; [MSA]pratyavekSaNaAa; [MSA]pratisaMkhyAna. pratyavekSaNa
སོ-སོར-རྟོག-པའི-སྟོབས-ལ-བརྟེན-པ	[MSA]pratisaMkhyAna-saMnizritA
སོ-སོར-རྟོག-པའི-ཡེ-ཤེས	[MSA]pratyavekSaNaka ... jJAna; [MSA]pratyavekSA-jJAna
སོ-སོར-རྟོག-པ-ཡིད-ལ-བྱེད-པ	pratyavekSa-manaskAra
སོ-སོར-རྟོག-པ-དང-བསྒོམས-པའི-སྟོབས	[MV]pratisaMkhyAna-bhAvanA-bala
སོ-སོར-རང-གིས-འཛིན-པའི-ཕྱིར	[MV]pratyAtmaM dhAraNAt
སོ-སོར-ངེས-པ	pratiniyama; [LCh]pratiniyama; [C]pratiniyata
སོ-སོར-མཐར-པ	pratimokSa
སོ-སོ-བ	[LCh]pRthak
སོ-སོ-ལ	[C]pRthak; [C]pratyekam
སོ-སོ-སྦྱར	[C]saMsyandayati
སོ-སོ-རང-གི	[L]pratyAtma; [MSA]pratisvaM
སོ-སོ-རང-གིས	[MSA]prayAtmaM
སོ-སོ-རང-རིག	[L]pratyAtma-vedya
སོ-སོ-རང-གིས-རིག-པར-བྱ-བ	[MSA]pratyAtma-vedanIya; [MSA]pratyAtma-vedya
སོ-སོ-ཐ-དད-པ	[L]pratibhinna
སོ-སོ-བ-མ-ཡིན-པའི-ཆོས	apRthag-dharma
སོ-སོ-རེ-རེ	[MSA]pratyeka
སོ-སོ-སྐྱེ-བོ	pRthagjana
སོ-སོ-སྐྱེ-བོ-ཉིད	pRthag-janatva
སོ-སོ-བའི-ཆོས	pRthag-dharma
སོ-སོ-ཡང-དག-རིག	[MSA]pratisaMvedanA
སོ-སོ-ཡང-དག-པར-རིག-པ	pratisaMvid; [C,MSA]pratisaMvid; [C]pratisaMvedanA
སོ-སོ-ཡང-དག-པར-རིག-པ-ཐོབ-པ	[MV]pratisaMvil-lAbha
སོ-སོའི-བདག	[C]pratyAtma
སོ-སོའི-ལས	[MV]pratyekaM karma
སོ-སོའི-མཐུ	[L]prabhAva
སོ-སོའི-ནང	[MSA]pratyAtman
སོ-སོའི-སྐྱེ-བོ	pRthag-jana; [C,MSA,MV]pRthag-jana; [MSA]pArthag-jana
སོའི-སྐྱེ-བོ	pRthag-jana
སོག-མའི-ཕུང-པོ	[C]palAla-puJja
སོགས	[LCh]Adi; [LCh]Adika
སོགས-པ	Adi; [C]apacaya; [C]Arabhya
སོམ-ཉི	[C]saMzaya; [C]kAGkSati; [C]kAGkSate; [C]kAGkSA
སོམ-ཉི-མེད	[C]akAGkSaNa; [C]niHsaMzaya; [C]nikAGkSa (=niSkAGkSa)
སོམ-ཉི-དང-བཅས-པ	[C]sAkAMkSa
སོན-ཤིང	[C]gatva
སོང	[C]apakrAmati; [C]vrajate; [C]gatva; [MSA]gata; [MSA]nang (du) song = gata; [C]pravizati; [C]prakrAmati
སོང-བ	gata; [LCh]gata; [MSA]anugata; [MSA]anuyAta; [MSA]gamana
སོར	[C]aGguli
སོར-འདུས	pratyAhAra
སོར-མོ	aGguli; [LCh,C]aGguli
སོར-མོར-རིང-བ	[C]dIrgha-aGgulitA
སོར-བཞི-ཙམ-གྱིས	[C]catur-aGgulam (=catur-aNgula-mAtreNa)
སྤ-བ	[C]avanaddha
སྤ-བཀོང-བར-བྱེད	[C]dhyAmI-karoti
སྤང	[C]harati; [MSA]pratikSepa; [MSA]vivAsa
སྤང-བ	prahANa; [L,MSA,MV,C]prahANa [C](=pradhAna); [C]anutpAdayati (=pRthak karoti); [C]utsarga (=tyajanam); [MSA]ayoga; [MV]prahan-; [MV]varjana; [MSA]vipravAsa; [C]utpATayati (=prahAtu)
སྤང-བྱ	[MSA]hAna (e.g.: [MSA]jJeya-AvaraNa-hAna; [MSA]heya); prahAtavya
སྤང-བྱེད	[C]kSipati
སྤང-པ	prahANa
སྤང-ཕྱིར-བརྩོན-འགྲུས	[MV]apAyAya-vIrya
སྤང-བ-དང-བཅས-པ	savipravAsA
སྤང-བ-མེད-པ	[MSA]avipravAsa; [MSA]avivAsa
སྤང-བར-བྱ	[C,MV]prahAtavya; [MV]prahANa; [MSA](ut √sRj): utsRjet; [MSA]parivarjanIya; [MSA]praheya; [MV]heya; [MSA]yang dag spang bar bya = saMparivarjanIya
སྤང-བར-བྱ-བ	prahAtavya; [MSA](ut √sRj): utsRjet; [MSA]parivarjanIya; [MV]prahANa; [MSA]praheya; [MV]prahAtavya; [MV]heya
སྤང-བར-བྱ-བ-དང-སྤོང-བར-བྱེད-པ	[MV]praheya-prahANa
སྤང-བར-བྱ-བ-མཉམ-པ	[C]prahANa-samatA
སྤང-བར-མ-ཡིན-པ	[C]anutsarga
སྤངས	[C]varjita; [MSA](vi √hA): vihAya; [MSA]hIna (e.g.: vipakSa-hIna); [C]vivarjayati
སྤངས-བྱ	[MSA]hAyin
སྤངས-ནས	[C]nirgamitvA; [C]khipitva; kSipitva; (√vRj): [C]varjayati; [MSA]varjayitvA; [C]varjana
སྤངས-པ	prahANa. prahINa. varjita; [LCh,C,MSA,MV]prahANa. prahINa. varjita (=pradhAna); [MV]parihANi; [MV]vihAni; [MSA]hAni (e.g.: vipakSa-hAni); [C]parihAra; [C,MSA,MV]prahANa. prahINa. varjita; (vi √vRj): [MSA]vivarjya; [C,MSA,MV]prahANa. prahINa. varjita; [C]parivarjaka; [C]parivarjana; [MV]varjana; [L]visRjya; [MSA](√kSip): kSipati; [MSA]nirlikhita;[MSA] pakSa (e.g.: pakSa-vipakSa)
སྤངས-པས	[MSA]varjya
སྤངས-ནས-རབ-ཏུ-འབྱུང-བ	[MSA]vihAya pravrajati (pra √vraj)
སྤངས-པར-གྱུར	[C]utsRjati; [C]pratikSipta
སྤངས-པ-ཉིད	[MSA]apahatva (e.g.: heThApahatva)
སྤེལ	[C]vivRddhi
སྤེལ-བ	vardhana; [MSA]vardhana; [MSA]saMvardhana
སྤོབས-པ	pratibhAna; [LCh,C,MSA,L]pratibhAna [C](=pratibhAsa); [C]pratibhAti; [C]pratibhAnatA; [C]pratibhAnam utpadyate
སྤོབས-པ-དང-ལྡན-པ	[C]pratibhAnavat
སྤོབས-པ-སྐྱེ-བ	[C]pratibhAnam utpadyate (=te pratibhAnam utpannam)
སྤོབས-པ-མི-ཚོད-པ	[C]anAcchedya-pratibhAna
སྤོབས-པ-མི-ཆོད-པ	[C]anAcchedya-pratibhAna
སྤོབས-པ-ངེས-པ	[C]pratibhAna
སྤོབས-པ-མེད-པ	[C]apratibhAna
སྤོབས-པ-མ-ཚོད-པ	[C]anAcchedya-pratibhAna
སྤོབས-པར-བྱེད-པ	[C]pratibhAti
སྤོབས-པར-འགྱུར-བ	[C]pratibhAti
སྤོང	[MV]prahANa; [C,L]hAna; [C]pratikrozati (=apriya-abhidhAnAt); [C]pratikSipati; [C]vijAhati; [MSA]kliSTa-vitarka-varjanA; [MV]pratikSepa
སྤོང-འགྱུར	[C]kSipati
སྤོང-བ	prahANa. vivarjana. virati; [C,MSA,MV]prahANa. vivarjana. virati; [MSA]hAni; [L]hAna; [MSA]jaha; [C]kSeptA; [MSA]pratikSepa; [C]varjana; [MV,MSA]prahANa. vivarjana. virati; [MV]tyAga; [MSA]prahANa. vivarjana. virati; [MSA]vyutthAna; [MSA]vyutthApana; [C]pratikSipati
སྤོང-བའི-ལམ	[MV]prahANa-mArga
སྤོང-བའི-འདུ-བྱེད	prahANa-saMskAra; [MSA,MV]prahANa-saMskAra [MV](e.g.: spong ba'i 'du byed brgyad bsgom pa = aSTa-prahANa-saMskAra)
སྤོང-བའི-ཡན-ལག	[MSA]prAhANikAGga
སྤོང-བའི-མཚན-མ	[C]pratyAkhyAna-nimitta
སྤོང-བའི-གང-ཟག	[MSA]pratikSeptR ... pudgala
སྤོང-བར-འགྱུར	[C]pratyAkhyAti
སྤོང-བར-བྱེད	[C]pratiSedhayati
སྤོང-བར-བྱེད-པ	prahANa; [MV]prahANa; [MV]prahANAvAhana
སྤོང-བར-བགྱིད-པ	[C]nirvAhaka (=nAzako)
སྤོང-བ-ནི-ལྷག-མ-མཆིས-པ	[C]anavazeSa-prahANa
སྤོང-བ-ནི-ལྷག-མ-དང-བཅས-པ	[C]sAvazeSa-prahANa
སྤོངས	prahANa
སྤོངས-པ	[MSA](prati √kSip): pratikSipati
སྤོས	gandha; [LCh]gandha; [LCh]dhUpa; [C]cUrNa
སྤོས-ཀྱི-གླང-པོ	[C]gandhahastin
སྤྲིན	[LCh,C,L,MSA]megha; [C,MSA]abhra
སྤྲིན-བཞིན	[C]laghu (=meghu?); [MSA]meghavat
སྤྲིན-མེད	anabhraka
སྤྲིན-མེད-འོད-ལྡན-ཟླ-དཀྱིལ-ཡར-གྱི-ངོ-བཞིང-ནོ	[C]nAbhra-prabha-maNDalu
སྤྲིན-ལ-ཞོན	meghavAhana
སྤྲིན-ལ-སོགས-པས-བསྒྲིབས-པ	[MSA]meghAdy-AvaraNa
སྤྲིན-འཕྲོ-བས-མུན	[C]abhra-paTala
སྤྲིན-དང-བྲལ-བའི-འོད-ཟེར-དྲ-བ-ཅན	[C]vigatAzrumarIcimAlA
སྤྲིན-དང-འདྲ-བ	[MSA]meghopama
སྤྲིན-ལྟ-བུ	[MSA]meghopama
སྤྲོ	(ut √sah): [MSA]utsahante; [MSA]utsahana; [MSA]utsAha
སྤྲོ-བ	[C,MSA]utsAha; (ut √sah): [MSA]utsahante; [MSA]utsahana; [C]utsuku
སྤྲོ-བར	[C]utsuku
སྤྲོ-ཅན	[MSA]utsAhin
སྤྲོ-བར-བྱ-བ	[MSA]protsahana; [MSA]protsAhanA (e.g.: dAna-protsAhanA)
སྤྲོ-བར-སྐྱེ-བར-འགྱུར-རོ	[C]autsukyam Apadyate
སྤྲོ-བ-ཆེ	[MSA]mahotsAha
སྤྲོ-བ-ཆུང-བ	[C]manda
སྤྲོ-བ-ཆུང-ངུ	[C]alpotsukatA
སྤྲོ-བ-སྐྱེད-པར-འགྱུར-རོ	[C]utsAhaM (dadAti)
སྤྲོ-བ-ཡིད-ལ-བྱེད-པ	[MSA]autsukya-manasikAra
སྤྲོ-བ-སྐྱེས-ན	[C]autsukyam Apadyate
