ངན-སོང-སྤོང	Abandoner of Unfavorable Rebirths
སྐུ-གསུམ	Three bodies
སྲིད-པ-གསུམ	 Three realms of existence| Three realms of existence |Three existences 
ཀུན-ཏུ-སྦྱོར-གསུམ	Three fetters
ཚ-བ-གསུམ	Three hot substances
གསུམ-རིག	Three insights
དཀོན-མཆོག-གསུམ	 Three precious jewels|Three Jewels 
ལྕགས-གསུམ	Three metals
ཆོ-འཕྲུལ-གསུམ	Three miracles
དུག-གསུམ	Three poisons
བཀར-བཏགས-གསུམ	Three principal characteristics of existence
ཚོགས-གསུམ	Three provisions
ཁམས-གསུམ	 Three realms | Three world spheres|Three realms 
རྩ-བ-གསུམ	Three spices
དྲི-མ-གསུམ	Three stains
ཡི-གེ-གསུམ	Three syllables
དུས-གསུམ	Three times
ཐེག-པ-གསུམ	Three vehicles
ཟས-དཀར-གསུམ	Three white foods
དབང-པོའི-སྡོང-པོ	Threshold beam
སད-པ	Throbbing
ཏིཀ	 Tika| Tika |Tika 
ཏིལ-མཆོག-མ	 Tilottamā|Tilottamā 
སྐར-རྒྱལ	 Tiṣya| Tiṣya |Tiṣya 
ཏ-ལ	Toddy palm
ལྗགས-དམར-བ	Tongue is red
ལྗགས-སྲབ-ཅིང-ཆེ-བ	Tongue that is slender and large
ཞག-བདུན-པར-བཅང-བ	Tonics kept for seven days
ཤ-ཁོ-ཊ	Toothbrush tree
རྟ-བབས	 Toraṇa|Toraṇa 
སྒྲོན-མ-འཛིན-པ	Torch-bearer
རོ-སྟོད-སེང-གེ-ལྟ-བུ	Torso resembles that of a lion
ཟད-པར-སྔོན-པོ	Total consummation of blueness
ཟད-པར-དམར-པོ	Total consummation of redness
ཟད-པར-དཀར-པོ	Total consummation of whiteness
ཟད-པར-སེར-པོ	Total consummation of yellowness
ཀུན-ནས-དྲི-མ-མེད-པ	 Utterly Purifying|Totally Immaculate 
འཇིག-རྟེན-གསུམ-གནོན	 Trailokya­vikrāmiṇ|Trailokya­vikrāmiṇ 
བསླབ-པ	Training
ཡང-དག-པར-འདའ-བ	Transcendence
ཡུལ-ལས-རྒལ-བ	 Transcendence of the Range|Transcendence of the Range 
ཡེ-ཤེས-སྒྲུབ-པ	Transcendental practice
ཐམས-ཅད-ལས-འདའ-བ	Transcending All Things
ལྟུང-བ	Transgression
པག-གོན	 Trapuṣa|Trapuṣa 
ལྗོངས-རྒྱུར-འགྲོ-བ	Travel the realm
ཤིང-བལ	Tree cotton
ལོ-ཐང-དང-དཔྱ	Tribute
འཇིག-རྟེན-གྱི-ཁམས-སྟོང-གསུམ-གྱི-སྟོང-ཆེན-པོ	Trichiliocosm
སྟོང-ཆེན-པོ	Trichiliocosm
སྟོང-སུམ-ཀྱི-སྟོང-ཆེན-པོ	Trichiliocosm
སྟོང-སུམ-གྱི-སྟོང-ཆེན-པོའི-འཇིག-རྟེན	Trichiliocosm
ཁྲི-ལྡེ-གཙུག-བརྩན	Tride Tsuktsen
བྱེ-བ-ཕྲག-འབུམ	Trillion
ཁྲི-སྲོང-ལྡེ-བཙན	Trisong Detsen
ཁྲོན-པ	 Trita|Trita 
སྲེད	 Tṛṣṇā|Tṛṣṇā 
ཚུལ-ཁྲིམས-རྒྱལ-བ	 Tsultrim Gyalwa|Tsültrim Gyalwa 
ཙོང-ཁ-པ	 Tsongkhapa|Tsong Khapa 
བྲཧྨ-དཎྜ	Tubeflower
གཡེར-མ	 Tumburu|Tumburu 
སྐྲན	Tumors
སྒྲ-ཆེན	Tumult
ཡུང-བ	Turmeric
ཆོས-ཀྱི-འཁོར-ལོ-བསྐོར-བ	 Turn the doctrinal wheel|Turn the doctrinal wheel 
ལྷག-པར-གནས-པ	Tutelage
གསུང-རབ-ཀྱི-ཡན-ལག-བཅུ-གཉིས	Twelve categories of scripture
སྲིད-པའི-ཡན-ལག-བཅུ-གཉིས	Twelve limbs of existence
ཚོགས-གཉིས	Two accumulations
ཉིན-གཉིས-པ	Two day fevers
མཐའ-གཉིས	Two extremes
ཕྱག-གཉིས-ཀྱི-གོང-མཐོ	Two prominent [backs of] his arms
ཞབས-གཉིས-ཀྱི-གོང-མཐོ	Two prominent [backs of] his legs
རྒྱལ-མཚན-མཐོན-པོ	 Uccadhvaja|Uccadhvaja 
ཨུ-ཙྪ-ཊ	 Uccaṭā|Uccaṭā 
གྱེན-རྒྱུ	 Udāna|Udāna 
ཆེད-དུ-བརྗོད-པ	 Udāna|Udāna 
འཆར-པོ	 Udayana|Udayana 
ཤར-བ	 Udayana|Udayana 
འཆར-འགྲོ	 Udāyin|Udāyin 
འཆར-ཀ	 Udāyin|Udāyin 
ཨུ-དུམ-བ-ར	 Udumbara|Udumbara 
གཟི-བརྗིད-དམ-པ	 Ugratejā|Ugratejā 
གཟི-བརྗིད-དྲག-ཤུལ-ཅན	 Ugratejas|Ugratejas 
འཕགས-རྒྱལ	 Ujjayinī| Ujjayinī |Ujjayinī 
དོན-དམ-པ	 Ultimate|Ultimate 
སྐྲ-ལྕང-ལོ-རྒྱས	 Uluvillikā|Uluvillikā 
ལྷ-མོ-ཨུ-མ	 Umādevī|Umādevī 
ཀེ-ཏ-ཀ	Umbrella tree
ཨུ-མའི-དབང-ཕྱུག	 Umeśvara|Umeśvara 
ཡོངས-སུ-མ-གྲུབ-པ	Unactualized
ཐུབ-མེད	Unassailable
མ-སྐྱེས	Unborn
འགྱུར-བ-མེད-པ	Unchanging
མངོན-པར-འདུས-མ-བྱས-པ	Unconditioned
ཟད-མི-ཤེས-པ	Unconquerable
ཁོངས-སུ-གཏོགས-མ-མ-ཡིན-པ	Uncontained
མ-འདྲེས-པ	 Unique qualities|Uncontaminated 
མི-བྱེད	Uncreated
བརྫི-བ-མེད-པ	Uncrushability
མི-རྫི-བ-ཉིད	Uncrushability
ཞུམ-པ-མེད-པ	Undauntedness
འགྱེད-པ	Undermining
རྔུལ-གཟན	Undershirt
ལམ-གྱི-རྣམ-པ-ཤེས-པ-ཉིད	Understanding of the aspects of the path
ལམ-གྱི-རྣམ-པ-ཤེས-པ	Understanding of the aspects of the path
སྤོང	Undervalue
མི-འཇིག	Undestroyed
རྣམ-པར-མི-གཡེང-བ	Undistractedness
སྤྲོས-པ-མེད-པ	Unelaborated
ཕྱ-ལེ-མ-ཡིན-པ	Uneven
གཤིས-ངན	Unfavorable circumstance
མི-ཁོམ	Unfortunate states
བྱུག-པ	Unguent
ཆོས-ཀྱི-མཉམ-པ-ཉིད	Uniformity of all things
བརྗེད-པ-མེད-པ	Unimpaired
རྣལ-འབྱོར	 Union| Yoga |Union 
རྣམ-པ-གཅིག-ཏུ-གྱུར-པ	Unity of Aspects
འཁོར-ལོས-སྒྱུར-བའི-རྒྱལ-པོ	Universal monarch
སྣོད-བཅུད	Universe and its inhabitants
སྨད-པ	Unkempt
སྨྱོ-བྱེད	 Unmāda| Unmāda |Unmāda 
རྣམ-པ-མེད-པ	Unmodified
མཐོ-བ	 Unnata|Unnata 
མཐོང-མ	 Unnati|Unnati 
སྒྲིབ-པ-མེད-པ	Unobscured
ཐོགས-པ-མེད-པ	Unobstructed
ཡོངས-སུ-མ-བྱུང-བ	Unoriginated
ཡིད-བརྟན-དུ-མི-རུང-བ	Unreliable
བསྟན-དུ-མེད-པ	Unrevealed
ཚོལ-བ-མེད-པ	Unseeking
མ-མཐོང-བ	Unseen
སྤྱི-གཙུག-བལྟར-མི-མཐོང-བ	 Unseen Pinnacle|Unseen Pinnacle 
འཆག-སར-མ-བྱས-པ	Unsettled place
ཐབས-ལ-མི-མཁས-པ	Unskilled
མི-གནས	Unstable
ནག-ནོག-མེད-པ	Unsullied
རྟེན-པ-མེད-པ	Unsupported
ཟིལ-གྱིས-མི-ནོན-པ	Unsurpassibility
ངེས-པར-རྒྱལ-བ	Unvanquished
གཡོ-བ-མེད-པ	Unwavering
གཏན-ཕབ	 Upadeśa|Upadeśa 
ཉེ-བའི-སྐྲ-ཅན-མ	 Upakeśinī|Upakeśinī 
ཉེ-དགའ-བུ	 Upananda|Upananda 
ཉེ-དགའ	 Upananda | Upanandaka| Upanandaka |Upananda 
དགེ-བསྙན	 Upāsaka|Upāsaka 
ཉེ-སྡེ	 Upasena|Upasena 
དགེ-བསྙན-མ	 Upāsikā|Upāsikā 
ཉེ-རྒྱལ	 Upatiṣya|Upatiṣya 
བླ-གོས	 Upper robe|Upper robe 
སྐུ-ཤིན-ཏུ-དྲང-པོར-འཁྲུངས-པ	Upright posture
ཨུ-ར-ག-ས-ལ	Uragasala tree
སྦྲུལ-གྱི-སྙིང-པོ	 Uragasāra| Uragasāra |Uragasāra 
མཚན-པར-རྡོལ-བ	Urethral fistula
མཛོད-སྤུ	 Ūrṇā | Ūrṇā hair| Ūrṇā hair |Ūrṇā 
མཛོད-སྦུ-གཟི-བརཟིད	 Ūrṇatejas|Ūrṇatejas 
ལྟེང-རྒྱས	 Urubilvā | Uruvilvā| Uruvilvā |Urubilvā 
ལྟེང-རྒྱས-ལྟར	 Uruvela-Kalpa|Uruvela-Kalpa 
ལྟང-རྒྱས-འོད-སྲུང	 Uru­vilvā­kāśyapa|Uru­vilvā­kāśyapa 
ཨུརྦཱ-ཤཱི	 Urvaśī|Urvaśī 
གཙུག-ཏོར	 Uṣṇīṣa| Uṣṇīṣa |Uṣṇīṣa 
ཨུ-ཁུ-ལི	 Utkhalī|Utkhalī 
ཨུད-ཀ-ལི	 Utkhalin|Utkhalin 
གོང-མ	 Uttarā|Uttarā 
ཁྲུམས-སྨད	 Uttara Aparā| Uttara Aparā |Uttara Aparā 
བླ-མའི-བློ-གྲོས	 Uttaramati|Uttaramati 
བློ-གྲོས-བླ-མ	 Uttaramati|Uttaramati 
བློ-གྲོས-རྒྱ-ཆེན	 Uttara­mati|Uttara­mati 
ཤིན-ཏུ-བརྟགས-པ-མེད-པ	Utterly Devoid of Delimitation
ཀུན-ཏུ-ཞུམ	Utterly disheartened
ཤིན-ཏུ-གསོང-ལྡོང	Utterly fallacious
ཤིན-ཏུ-ཟུག-རྔུ	Utterly painful
ཤིན-ཏུ-གསེ-ཚགས	Utterly porous
ཤིན-ཏུ-འབྲས	Utterly ripe
ཡ-མ-བརླ	Vacuous
རྟ-རྒོད-མའི-གདོང	 Vaḍavāmukha|Vaḍavāmukha 
མིའི-བུ-མོ	 Vadhū|Vadhū 
ངག-དབང	 Vāgīśa|Vāgīśa 
གསུང-གི-དབང-ཕྱུག	 Vāgīśvara|Vāgīśvara 
ལུས-འཕགས-མ	 Vaidehī|Vaidehī 
ལུས-འཕགས-མོ	 Vaidehī|Vaidehī 
སེམས-པ	 Vaidiśa | Volition|Vaidiśa 
རྣམ-པར-རྒྱལ-བའི-ཁང-པ	 Vaijayanta Palace| Vaijayanta Palace |Vaijayanta Palace 
རྣམ-པར-རྒྱལ-བ	 Vaijayanta | Vijaya| Vijaya |Vaijayanta 
རྣམ-སྣང	 Vairocana|Vairocana 
རྣམ-པར-སྣང-མཛད	 Vairocana| Vairocana |Vairocana 
རྣམ-པར-སྣང-བྱེད	 Vairocana|Vairocana 
རྣམ-པར-སྣང-བའི-འོད-ཟེར-གྱིས-བརྒྱན-པ	 Vairocana­raśmi­prati­maṇḍitā|Vairocana­raśmi­prati­maṇḍitā 
རྣམ-པར-སྣང-བའི-འོད-ཟེར-གྱིས-བརྒྱན-པའི-རྒྱལ-མཚན	 Vairocana­raśmi­prati­maṇḍita­dhvaja­rāja|Vairocana­raśmi­prati­maṇḍita­dhvaja­rāja 
དཔྱིད-ཟླ-འབྲིང-པོ	Vaiśakha
ཡངས-པ-ཅན	 Vaiśālī| Vaiśālī |Vaiśālī 
ཡངས-པ	 Vaiśālī|Vaiśālī 
བེའི-ཤམ-བཱ-ཡ	 Vaiśampāyana|Vaiśampāyana 
རྣམ-ཐོས-ཀྱི-བུ	 Vaiśravaṇa| Vaiśravaṇa |Vaiśravaṇa 
རྣམ-ཐོས-བུ	 Vaiśravaṇa|Vaiśravaṇa 
མཆོག-གི-གཟུགས	 Vaiśravaṇa|Vaiśravaṇa 
ཐམས-ཅད-སྒྲོལ-བའི-དབྱངས-སྒྲོལ	 Vaiśvānara­nirghoṣa|Vaiśvānara­nirghoṣa 
ཆུ-བོ-བེའི-ཏ-ར-ནི-ཆེན-པོ	Vaitarāṇi River
རྡོ-རྗེ-བཙུན-མོ	 Vajra Lady|Vajra Lady 
རྡོར-རྗེ-སྡེ	 Vajra Regiment|Vajra Regiment 
རྡོ-རྗེ-རབ-ཏུ-འདུལ-བྱེད	 Vajra Tamer|Vajra Tamer 
རྡོ-རྗེ-དབྱིངས	 Vajra realm|Vajra realm 
རྡོ-རྗེའི-རིགས	 Vajra family|Vajra family 
རྡོ-རྗེ-གདུག-པ-ཀུན-འདུལ	 Vajra Tamer of All Evil| Vajra Tamer of All Evil |Vajra Tamer of All Evil 
རྡོ-རྗེ-སྙིང-པོས-རབ-ཏུ-འདུལ-བ	 Well-tamed by the Vajra Essence|Well-tamed by the Vajra Essence 
རྡོ-རྗེ-གཏུམ-པོ	 Vajracaṇḍa|Vajracaṇḍa 
རྡོ-རྗེ-འཆང	 Vajradhara|Vajradhara 
རྡོ-རྗེ-ཆོས	 Vajradharma|Vajradharma 
རྡོ-རྗེ-སྙིང-པོ	 Vajragarbha|Vajragarbha 
ཀཾ-ཀ-ལ	 Vajrakaṃkāla|Vajrakaṃkāla 
རྡོ-རྗེའི-མངལ	 Vajrakukṣi|Vajrakukṣi 
རྡོ-རྗེ-བློ-གྲོས	 Vajramati|Vajramati 
རྡོ-རྗེའི-སྒོ	 Vajramukha|Vajramukha 
ཡན-ལག-མེད-པའི-རྡོ-རྗེ	 Vajrānaṅga|Vajrānaṅga 
རྡོ-རྗེ-སྲེད-མེད-ཀྱི-བུ	 Vajranārāyaṇa|Vajranārāyaṇa 
རྡོ-རྗེའི-ལྕགས-ཀྱུ	 Vajrāṅkuśa|Vajrāṅkuśa 
ཕྱག-ན-རྡོ-རྗེ	 Vajrapāṇi| Vajrapāṇi |Vajrapāṇi 
ལག-ན-རྡོ-རྗེ	 Vajrapāṇi| Vajrapāṇi |Vajrapāṇi 
རྡོ-རྗེ-སྐྱེས-པ	 Vajrapāṇi|Vajrapāṇi 
རྡོ-རྗེ-མཁྲེགས	 Vajrasaṃhata|Vajrasaṃhata 
རྡོ-རྗེ-བདེ-བྱེད	 Vajraśaṃkara|Vajraśaṃkara 
བཛྲ-ས-ར-སབ༹-ཏི	 Vajrasarasvatī|Vajrasarasvatī 
རྡོ-རྗེ-སེམས-དཔའ	 Vajrasattva| Vajrasattva |Vajrasattva 
རྡོ-རྗེ-རྣལ-འབྱོར-མ	 Vajrayoginī|Vajrayoginī 
བཛྲི-ཎཱི	 Vajriṇī|Vajriṇī 
པཀྵུ	 Vakṣunanda|Vakṣunanda 
སྙན-ལྡན	 Valgu|Valgu 
པལླ-ཀི	 Vallakī|Vallakī 
པ-ལ-ཀི	 Vallakī|Vallakī 
གྲོག-མཁར	 Vālmīki|Vālmīki 
གྲེས-མ	Valvaja grass
བཱ-མན	 Vāmana|Vāmana 
བཱ༹-མ-ན	 Vāmana|Vāmana 
བ༹-དྷཱུ	 Vaṅga|Vaṅga 
རྒྱགས-པ	Vanity
ཚོགས-ཀྱི-དམ-པ	Varagaṇā
བཱ-རཱ-ཎ-སཱི	 Vārāṇasī| Vārāṇasī |Vārāṇasī 
ཝཱ-རཱ-ཎ-སཱི	 Vārāṇasī|Vārāṇasī 
བཱ-རཱ-ན-སཱི	 Vārāṇasī| Vārāṇasī |Vārāṇasī 
ཁོར-མོར-འཇིགས	 Vārāṇasī|Vārāṇasī 
འོད-མཆོག	 Varaprabha|Varaprabha 
མེ-ཏོག-མཆོག	 Varapuṣpasa|Varapuṣpasa 
ཕེལ-བའི-བློ-གྲོས	 Vardamānamati|Vardamānamati 
འཕེལ-བའི-བློ-གྲོས	 Vardhamānamati|Vardhamānamati 
བློ-གྲོས-འཕེལ	 Vardhamāna­mati| Vardhamāna­mati |Vardhamāna­mati 
ཆུ-ལྷ	 Varuṇa | Varuṇadeva| Varuṇadeva |Varuṇa 
བ-རུ-ཎ	 Varuṇa|Varuṇa 
ཆུ-ཡི-ལྷ	 Varuṇa|Varuṇa 
ཆུས-བྱིན	 Varuṇadatta|Varuṇadatta 
ཆུ-ལྷས-བྱིན	 Varuṇa­datta|Varuṇa­datta 
ནོར-རྒྱས	 Vāsava | Vāsuki| Vāsuki |Vāsava 
དབང-སྒྱུར	 Vaśavartin|Vaśavartin 
ལྷའི-རྒྱལ-པོ-དབང-བྱེད	 Vaśavartin|Vaśavartin 
གནས-འཇོག	 Vaśiṣṭha|Vaśiṣṭha 
ནོར-ཅན-གི-བུ	 Vāsu|Vāsu 
དབྱིག-གཉེན	 Vasubandhu|Vasubandhu 
བཱ-སུ-དེ-བ	 Vāsudeva|Vāsudeva 
བ-སུ-དྷཱ	 Vasudhā|Vasudhā 
ནོར-ཡོད	 Vāsuki|Vāsuki 
ནོར-རྒྱས-ཀྱི-བུ	 Vāsuki| Vāsuki |Vāsuki 
གྱད-བུ-ནོར	 Vasumallaputra|Vasumallaputra 
འབྲས-བུ-ཞག-ལོན	 Vāsya|Vāsya 
རླུང-གི-ཤུགས	 Vātajava|Vātajava 
བད-ས	 Vatsa|Vatsa 
བཽ-ཧ-རི	 Vauherī|Vauherī 
རླུང-གི-ལྷ	 Vāyu|Vāyu 
ཁ-ཁྱེར	 Vedikā|Vedikā 
སྤགས-པ	Vegetables
ཐེག-པ	 Vehicle | Yāna| Yāna |Vehicle 
བཞོན-པ	 Vehicle|Vehicle 
རང-རྒྱལ-གྱི-ཐེག-པ	 Vehicle of the pratyekabuddhas|Vehicle of the pratyekabuddhas 
བཟང-རིས	 Vemacitra|Vemacitra 
ཐགས-བཟངས	 Vemacitri|Vemacitri 
ཐགས-བཟངས-རིས	 Vemacitrin| Vemacitrin |Vemacitrin 
བཙུན-པ	 Venerable|Venerable 
བླ-མར-བྱེད-པ	Venerate
འོད-མ	 Veṇu|Veṇu 
སྒོ-ཁང-གི-སྟེང-གི-བསིལ-ཁང	 Veranda above a vestibule|Veranda above a vestibule 
ཚིག-རྩུབ-པོ	Verbal abuse
ཚིག-གིས-བསྟན-པ	Verbally constructed
ཟངས-གཡའ	Verdigris
མཚལ	Vermilion
དཎྜ-ཨུཏྤལ	Vernonia
ནཱ-ག-པི-ལ	Veronicalolia
རོ-ལངས	 Vetāla| Vetāla | Vetāḍa |Vetāḍa 
མཪ-ན-ལ	Vetiver
སྐྲག-བྱེད-པ	 Vibhīṣaṇa|Vibhīṣaṇa 
ཕུན-སུམ-ཚོགས-མ	 Vibhūtī|Vibhūtī 
རྣམ-པར-སྦྱོང-བ	 Vicaraṇa|Vicaraṇa 
རྒོལ-བའི-ལོངས-སྤྱོད	Victor’s prize
རྒྱལ-མཚན	 Victory banner|Victory banner 
རྒྱལ-མཚན-གྱི-རྩེ-མོའི-ཏོག	Victory Banner’s Crest
འཇོམས-མ	 Vidhvaṃsaṇī|Vidhvaṃsaṇī 
མཁས-མ	 Vidu|Vidu 
རིག-འཛིན	 Vidyādhara| Vidyādhara |Vidyādhara 
རིག-སྔགས-འཆང	 Vidyādhara|Vidyādhara 
རིག-པའཛིན-པ	 Vidyādhara|Vidyādhara 
བི-དྱཱ-ཀ-ར-པྲ-བྷ	 Vidyākaraprabha|Vidyākaraprabha 
གློག-གི-ལྷ	 Vidyuddeva|Vidyuddeva 
གློག-ལྷ	 Vidyutdeva|Vidyutdeva 
ནོར-བུ-རིན-པོ-ཆེ-གློག-གི-སྒྲོན-མ	Vidyutpradīpa gem
ལྟ-བ	 View | Wrong view| Wrong view |View 
མཐོང-བ-པོ	Viewer
མྱ-ངན-བྲལ-བ	 Vigataśoka|Vigataśoka 
བགེགས-མེད-པའི-བདག-པོ	 Vighnapati|Vighnapati 
རྣམ-པར-གྲགས-པའི-དབྱངས	 Vighuṣṭaghoṣa|Vighuṣṭaghoṣa 
ཡེ-ཤེས-རྣམ-གྲགས	 Vighuṣṭajñāna|Vighuṣṭajñāna 
རྣམ-པར-གྲགས-པའི-སྤྱན	 Vighuṣṭanetra|Vighuṣṭanetra 
རྣམ-གྲགས-སྒྲ	 Vighuṣṭaśabda|Vighuṣṭaśabda 
རྣམ-པར-གྲགས-པའི-གཟི-བརྗིད	 Vighuṣṭatejas|Vighuṣṭatejas 
རྩོད-པ-བཟློག-པ	 Vigraha­vyāvartanī|Vigraha­vyāvartanī 
རྣམ-རྒྱལ-མ	 Vijayā|Vijayā 
སྡེ-ལས-རྣམ-པར-རྒྱལ	 Vijayasenā|Vijayasenā 
རྣམ-པར-རྒྱལ-བས-རྣམ-པར-གནོན-པ	 Vijaya­vikrāmin|Vijaya­vikrāmin 
རྣམ-པར-ཤེས-པ-སྨྲ-བ	 Vijñānavāda|Vijñānavāda 
རད-རོད-ཅན	 Vikaṭa|Vikaṭa 
རྣམ-པར-འཕྲུལ-པའི-རྒྱལ-པོ	 Vikurvaṇarāja|Vikurvaṇarāja 
རྣམ-པར-འཕྱང-མ	 Vilambā|Vilambā 
དྲི-མ-མེད	 Vimala | Vimalā| Vimalā |Vimala 
དྲི-མེད-པ	 Vimalā|Vimalā 
དྲི-མ-མེད-པའི-ཟླ-བ	 Vimalacandra|Vimalacandra 
དྲི-མ-མེད-པས-བྱིན-པ	 Vimaladatta | Vimaladattā| Vimaladattā |Vimaladatta 
དྲི-མ-མེད-པའི-སྙིང-པོ	 Vimalagarbha|Vimalagarbha 
དྲི-མ-མེད-པའི-མིག	 Vimalanetra|Vimalanetra 
དྲི-མ-མེད-པའི-སྤྱན	 Vimalanetra|Vimalanetra 
སྤྱན-དང-ཡན-ལག-དྲི-མེད	 Vimalāṅganetra|Vimalāṅganetra 
དྲི-མེད-འོད	 Vimalaprabha|Vimalaprabha 
དྲི-མ-མེད-པའི-གཟི-བརྗིད	 Vimalatejā|Vimalatejā 
དྲི-མ-མེད-པར-བྱེད-པའི-དཔལ	 Vimala­nirmala­kara­śrī|Vimala­nirmala­kara­śrī 
དྲི-མ-མེད-པའི-འོད	 Vimala­prabhāsa|Vimala­prabhāsa 
འདུལ-བ	 Vinaya| Vinaya |Vinaya 
འབིགས-བྱེད	 Vindhya|Vindhya 
རི-འབིགས-བྱེད	 Vindhya Mountains|Vindhya Mountains 
དུལ-བའི-དབང-ཕྱུག	 Vinīteśvara|Vinīteśvara 
རྣམ-པར-གཟིགས	 Vipaśyin | Vipāśyin| Vipāśyin |Vipaśyin 
རྣམ-པར-གཟིགས-པ	 Vipaśyin|Vipaśyin 
སངས-རྒྱས-རྣམ-གཟིགས	Vipaśyin
བི-ར	 Vīrā|Vīrā 
དཔས-བྱིན	 Vīradatta|Vīradatta 
རྡུལ-དང-བྲལ-བ	 Viraja|Viraja 
རྡུལ-མེད-པ	 Virajā|Virajā 
དཔའ-བརྟན-པའི-སྡེ-དགའ-བའི-རྒྱལ-པོ	 Vīrasena|Vīrasena 
དཔའ-བོའི-སྡེ	 Vīrasena|Vīrasena 
སྐྱེ-བུ-དམ-པ	Virtuous One
འཕགས-སྐྱེས-པོ	 Virūḍhaka| Virūḍhaka |Virūḍhaka 
མིག-མི-བཟང	 Virupākṣa| Virupākṣa | Virūpākṣa |Virūpākṣa 
སྐར-མ-ས-ག	 Viśākhā|Viśākhā 
ས-ག	 Viśālā|Viśālā 
བློ-གྲོས-ཡངས-པ	 Viśālamati|Viśālamati 
ཁྱད-པར-འགྲོ	 Viśeṣagāmin|Viśeṣagāmin 
ཁྱད-པར-བློ-གྲོས	 Viśeṣamati| Viśeṣamati |Viśeṣamati 
དགེ-སློང-གློ-བུར-དུ-འོངས-པ	Visiting monks
ཀུན-གྱི-བཤེས-གཉེན	 Viśmāmitra|Viśmāmitra 
ཁྱབ-འཇུག	 Viṣṇu| Viṣṇu |Viṣṇu 
ཁྱབ-འཇུག-ལེན	 Viṣṇula|Viṣṇula 
འོད-རྒྱ-ཆེན	 Vistīrṇabheda|Vistīrṇabheda 
ཡངས-ལྡན	 Vistīrṇavatī|Vistīrṇavatī 
རྣམ-པར-དག-པའི-སྤྱན	 Viśuddhanetra|Viśuddhanetra 
