འམ	[C]vā; [C]athavā-api
རྩོད-པར-བྱེད-པར-འགྱུར-རོ	[C]codayati
རྩོག-རྩོག-པ	utkuṭa
རྩོལ-བ	[LCh,MSA,MV]vyāyāma; [L]paryeṣati; [C]vṛtti; [MSA,C]ābhoga; [MV]āyāsa
རྩོལ-བར-འགྱུར-རོ	[C]ceṣṭate (var.: veṣṭate)
རྩོམ	(ā √rabh): [MV]ārabhate; [MV]ārambha; [L]ārabhya
རྩོམ-བྱེད	[C]samarābheyyā
རྩོམ-པ	[LCh,MSA,MV]ārambha; [MSA]ābhoga; [MV]bhāvanā; [MSA]vyāpāra; [C]paryeṣṭi
རྩོམ-པ-མེད-པ	[MSA]vyāpāra (nir-)
རྩོམ-པ-ཕུན-སུམ-ཚོགས-པ	[MSA]ārambha-saṃpad
རྩོམ-པའི-དྲི-བྲལ	[MSA]ābhoga-vaimalya
རྩོམ-པའི-རྒྱུ	ārambha-hetu
རྩོན-འགྲུས	[MSA]vīrya
རྩུབ-མོ	[MSA]paruṣa
རྩུབ-པ	[MSA]karkaśā; karkaśatva
རྩུབ-པོ	[C,MSA]paruṣa
རྩྭ	[MSA]tṛṇa
རྩྭ-བའམ-ཤིང	[C]tṛṇa-kāṣṭham
རྩྭ-དང-སྡོང-དུམ-དང-ཚེར-མ-སྣ-ཚོགས-ཀྱིས-གང-བ	[C]vividha-tṛṇa-khāṇḍa-kaṇṭaka-ādhānāḥ
རྩྭ-དང-ཤིང-དང-ནགས-ཚལ	[C]tṛṇa-kāṣṭha-vanam
རྟུལ	rajas
རྟུལ-བ	[L]vrata
རྟུལ-བ-བརྟན-པ	[L]dṛḍha-vrata
རྟུལ-པ	[C]mṛduka
རྟུལ-ཕོད	[C]vīra
རྟུལ-པོ	[LCh,C]mṛdu; [C]mṛduka
རྟུལ-པོར	[C]mṛduka
རུང	[C]yujyate; [MSA]yogyatā; [MSA]thabs su rung = upāya ... yukta
རུང-བ	[LCh,MSA]yogya; [MSA]yogyatā; [N]yuktatva; [N]yujyate; [L]nīyata; [MSA]anucchavika; [MSA]dngos po rung ba = kalpika-vastu
རུང-བ-ཉིད	[MSA]yogyatā
རུང-བར-འགྱུར	[MSA]snod du rung bar 'gyur = bhājanī bhavati
རུང-བྱ	[MSA]yogya
རུང-མ-ཡིན	na yujyate
རུས	asthi; [C]gotra; [C]jāti; [MSA]keng rus = saṃkalikā
རུས-བུ	[Śāntideva 10.10] asthi; [C]gotra; [C]jāti; [MSA]keng rus = saṃkalikā
རུས-ནས-སྨོས-པ	[C]gotra-grahaṇam
རུས-པ	[C]asthi; gotra
རུས-སྦལ	[C]kūrma
རུས-སྨོས-པ	[C]gotra-grahaṇam
རྭ	[MSA]śṛṅga
རྭ-བཅད-པ	[C]chinna-viṣāṇa-vṛṣabha-upama
རྭ-རིགས	[C]śarabha
ས	[C,MSA,MV]bhūmi; [LCh,C,MSA,MV]pṛthivī; [C,MV]bhū; [C]dharaṇi; [C]dharaṇī-tala
ས-བཅུ	[MSA]daśa-bhūmi
ས-བཅུ-གཅིག	[MSA]ekādaśa bhāmayaḥ
ས-བཅུ-ཁྱབ-པ	[MSA]daśa-bhūmi-vyāpana
ས-བཅུ-པ	(=daśa-bhūmika-sūtra); [MSA]daśa-bhūmika; [MSA]daśamī-bhūmi; [MV]daśamī; [MV]daśamyāṃ bhūmau
ས-བཅུའི-མི-མཐུན-ཕྱོགས	[MV]daśa-bhūmi-vipakṣa
ས-བདུན-པ	[MSA]sapta-bhūmi; [MSA]saptamī ... bhūmi
ས-བདུན-པའི-བར-དུ	[MV]yāvat saptamyāṃ bhūmau
ས-བོན	[LCh,TN,MSA,MV]bīja
ས-བོན-འདེབས-པར-བྱེད	[MSA]bījaṃ ... avaropayati (ava √ruh)
ས-བོན-དུ-བསྡུས-པ	[MV]bīja-saṃgṛhīta
ས-བོན-གཞན-དུ-གྱུར-པ	[MSA]bīja-parāvṛtti
ས-བོན-མེད-པ-ཉིད	[MSA]abījatva; [MSA]nirbījatva
ས-བོན-མི-རུང	[C]abīja
ས-བརྒྱད-པ	[MSA]aṣṭamī ... bhūmi; [MV]aṣṭamī; [MV]aṣṭamyāṃ bhūmau
ས-བརྟོལ	[C]kovidāra
ས-བཟང-པ	[MSA]su-bhūmi
ས-བཞི-པོ-ལ-ཡང-དག-བརྟེན	[MSA]catur-bhūmi-samāśrita
ས-ཆེན-པོ	[C](mahā-)pṛthivī
ས-ཆེན-པོ-ལ-ཞུགས-པ	[MSA]mahā-bhūmi-praviṣṭa
ས-དག-ནི-གནས-པ-ཞེས-བྱའོ	[MSA]bhūmayo vihārā ity ucyanante
ས-དང-པོ	[MSA]prathama bhūmi; [L]prathamā-bhūmi; [MSA]ādi-bhūmi; prathamabhūmi
ས-དང-པོ-ལ	[MV]prathamāyāṃ bhūmau
ས-དང-པོ-ལ-འཇུག-པ	[MSA]prathama-bhūmi-praveśa
ས-དགུ-པ	[MV]navamī
ས-དྲུག-པའི-བར	[MSA]ṣaṣṭhī bhūmiḥ (yāvat-)
ས-དྲུག-པོ	[MSA]ṣaṣ ... bhūmi
ས-དྲུག-པོ-དག	[MV]ṣaṭsu bhūmiṣu
ས-གཉིས	[MSA]bhūmi-dvaya
ས-གཉིས-པ	[MSA]dvitīya ... bhūmi
ས-གཉིས-པ-ནས-བཟུང-སྟེ-དྲུག-པའི-བར-དུ	[MSA]dvitīyāṃ bhūmim upādāya yāvat ṣaṣṭhyāṃ
ས-གསུམ	[MSA]bhūmi-traya
ས-གཞི	bhūmi
ས-ཇི-ལྟར-རྣམ-པར-བཞག-པ-བཞིན-ཡིད-ལ-བྱེད-པ	[MSA]yathā-vyavasthāpita-bhūmi-manasikāra
ས-ཀུན-ལས-ནི-ངེས-པར-བྱུང	[MSA]bhūmi-viniḥsṛta (sarva-)
ས-ལ	[C]dharaṇī-tala
ས-ལ-འཇུག-པ	[MSA]bhūmi-praveśa
ས-ལ-གནས-ཏེ	[C]pṛthivī-sthita
ས-ལ-མ-ཞུགས-པ	[MSA]abhūmi-praviṣṭā
ས-ལ-སྦྱོར-བ	[MSA]bhūmi-prayoga
ས-ལ-ཞུགས-པ	[MSA]bhūmi-praviṣṭa
སཱ-ལའི-དབང-པོའི-རྒྱལ-པོ-འབྱུང-བ	*sālendra-rājācāra
ས-ལམ	bhūmimārga
ས-ལས	[C]medinī
ས-ལས-འབྱུང-ངོ	[MSA]pṛthivī saṃbhūtā
ས-ལས-ངེས-པར-བྱུང-བ-ཉིད	[MSA]bhūmi-niryātatva
ས-ལེ-སྦྲམ	[C]jātarūpa
སཱ-ལུ-ལ-སོགས	[C]śālikāde
ས-མ-དག-པ	[MSA]aśuddha-bhūmika
ས-མ-ཡ	samaya
ས-མཆོག	[MSA]agra-bhūmi
ས-མི-གཡོ-བ-ལ-སོགས-པ-གསུམ	[MSA]acalādi-bhūmi-traya
ས-མིན	[C]abhūmi
ས-མཚམས	[N]sīma
ས-ནི-མཐར-ཐུག-པ	[MSA]bhūmi-paryavasāna
ས-པ	[MSA]bhauma
ས-ཕྱོགས	[LCh]pradeśa
ས-ཕྱོགས-སའི-ཕྱོགས	[C]pṛthivī-pradeśa
ས-རབ-ཏུ-དགའ-བ	[MSA]pramuditā ... bhūmi
ས-རྦ	sarva
ས-རྡུལ	[L]pṛthivī-rajas
ས-རྣམ-པར-བཞག-པ	[MSA]bhūmi-vyavasthāna
ས-རྣམས-བསྒོམ-པ-དང-གྲུབ-པ	[MSA]bhūmīnām bhāvanā ca niṣpattiś ca
ས-རྣམས-གནས-པ-ཡིན	[MSA]vihāra-bhūmi
ས-རྣམས-ཀུན-ལ-མཉམ-པ-མེད	[MSA]asamaṃ sarva-bhūmiṣu
ས-སྒྲོགས-རིས	[LCh]kaurukullaka; kurukulla
ས-ཤེས-པ	[MSA]bhūmi-saṃrakṣaṇa
ས-སྟོན-པ	[LCh]mahīśāsaka
ས-ཐོབ-པ	[MSA]bhūmi-lābha
ས-ཡི-འོག	[MSA]pātāla
ས-ཡོངས-སུ-གྲུབ-པ	[MSA]bhūmi-pariniṣpatti
ས-ཞག	[C]parpaṭa
༅སའི-དངོས-གཞི༏-རྣལ-འབྱོར-སྤྱོད-པའི-ས	bhūmivastu / yogācāryābhūmi
སའི-ཁམས	[C]pṛthivī-dhātu
སའི-རྡུལ	[L]pṛthivī-rajas
སའི-རྣམ-པ	[MSA]bhūmi-prakāra
སད	[LCh]vibuddha; [LCh]pratibuddha; [C]prativibuddha
སད-ནས	[C]prativibuddha
སད-པ	[C]vibuddha; [C]pratibodha; prabuddha
སངས-རྒྱས	buddha; [C]jina; [C]bauddha; [MSA]vibuddha
སངས-རྒྱས-འབྱུང-བ	[MSA]buddha-janmatva; [MSA]buddhotpāda
སངས-རྒྱས-འབྱུང-བ-དོན-ཡོད-པར	[MSA]abandhya-buddha-janmatva
སངས-རྒྱས-འཕག-པ	āryabuddha
སངས-རྒྱས-འཕགས-པ	buddha-ārya; āryabuddha
སངས-རྒྱས-འཕྲིན-ལས-ཆེན-པོ	[MSA] mahattvaṃ buddha-karmaṇaḥ
སངས-རྒྱས-བཅོམ-ལྡན-འདས	[MSA]buddha ... bhagavat
སངས-རྒྱས-བཀའ	[L;MSA]buddha-vacana
སངས-རྒྱས-བཀའ-ཉིད-དུ-སྒྲུབ-པ	[MSA]buddha-vacanatva-prasādhana
སངས-རྒྱས-བསྐྱངས	[LCh]buddhapālita
སངས-རྒྱས-ཆོས	[MSA]buddha-dharma; [MSA]bauddha ... dharma
སངས-རྒྱས-དང-བྱང-ཆུབ-སེམས-དཔའ	[MSA]buddha-bodhisattva
སངས-རྒྱས-དཔག-ཏུ-མེད-པ-བྱུང	[MV]aprameya-buddhotpāda
སངས-རྒྱས-གཅིག	[MSA]eka-buddhatva
སངས-རྒྱས-གཅིག-པ-ཉིད-དང-དུ-མ-ཉིད-མ-ཡིན	[MSA]buddhānekatvāpṛthaktva
སངས-རྒྱས-གསང-བ	Buddhaguhya
སངས-རྒྱས-གཟུགས	[MSA]buddha-biṃba
སངས-རྒྱས-ཁམས	[MSA]bauddha ... dhātu
སངས-རྒྱས-ཀྱི-འཁོར-གྱི-དཁྱིལ-འཁོར-གྱི-ནང-དུ	[MSA]buddha-parṣan-maṇḍala-madhye
སངས-རྒྱས-ཀྱི-འོད	[MSA]buddha-prabhā
སངས-རྒྱས-ཀྱི-འཕྲིན-ལས-ཆེན-པོ-ཉིད	[MSA]buddha-karma-mahattva
སངས-རྒྱས-ཀྱི-བདེ-བར-གནས-པ	[MSA]buddha-sukha-vihāra
སངས-རྒྱས-ཀྱི-བཀའ	[L,MSA]buddha-vacana
སངས-རྒྱས-ཀྱི-བསྟན-པ	[MSA]buddha-śāsana
སངས-རྒྱས-ཀྱི-བྱ-བ	[C]buddha-kārya
སངས-རྒྱས-ཀྱི-བྱང-ཆུབ	[L]buddha-bodhi
སངས-རྒྱས-ཀྱི-ཆོས	[L,MSA]buddha-dharma
སངས-རྒྱས-ཀྱི-ཆོས-དང-འབྲེལ-བའི-གཏམ-ཟེར-བར-འདོད-པ	[C]buddha-sāṃkathyaṃ kartukāma
སངས-རྒྱས-ཀྱི-དགོངས-པ	[MSA]buddhāśaya
སངས-རྒྱས-ཀྱི-དཁྱིལ-འཁོར-རྣམས-སུ-སྐྱེ-བ	[MSA]buddha-parṣan-maṇḍaleṣu cotpattiḥ
སངས-རྒྱས-ཀྱི-གདུང-མི-གཅོད-པ	[MSA]buddha-vaṃśānupaccheda
སངས-རྒྱས-ཀྱི-གོ-འཕང	[N]buddha-pada
སངས-རྒྱས-ཀྱི-ལས	[MSA]buddhānāṃ karma(n)
སངས-རྒྱས-ཀྱི-མཛད	[C]buddha-kriya
སངས-རྒྱས-ཀྱི-མཛད-པ	[C,MSA]buddha-kārya; [MSA]buddhakāryatva
སངས-རྒྱས-ཀྱི-མཛད-པ-ལྷུན-གྱིས-གྲུབ-པ-རྒྱུན-མི-འཆད-པ	[MSA]anābhogāpratiprasrabdha-buddha-kāryatva
སངས-རྒྱས-ཀྱི-མཐུ	[MSA]buddhānubhāva
སངས-རྒྱས-ཀྱི-མཚན-མེད-པའི-འཇིག-རྟེན-གྱི-ཁམས	[MSA]buddha-nāma-virahita ... loka-dhātu
སངས-རྒྱས-ཀྱི-མཚན-ཉིད	[MSA]buddha-lakṣaṇa
སངས-རྒྱས-ཀྱི-ངོ-བོ-ཉིད	[MSA]buddhānāṃ svabhāvaḥ
སངས-རྒྱས-ཀྱི-རིགས	buddhagotra
སངས-རྒྱས-ཀྱི-རིགས-ཅན	[MSA]buddha-gotra
སངས-རྒྱས-ཀྱི-རྣམ-པར-རོལ-པས-རྩེ-བར	[C]buddha-vikrīḍita
སངས-རྒྱས-ཀྱི-ས	[MSA,C]buddha-bhūmi
སངས-རྒྱས-ཀྱི-སྐུ	[MSA,C]buddha-kāya; [C]buddha-vigraha; [C]buddha-kāya-gata
སངས-རྒྱས-ཀྱི-སྐུ-ངེས-པར-སྟོན-པར-མཛད-པ	[MSA]buddha-bimba-nidarśaka
སངས-རྒྱས-ཀྱི-སྤྱན	[C,MSA]buddha-cakṣus
སངས-རྒྱས-ཀྱི-སྲས	buddha-putra
སངས-རྒྱས-ཀྱི-སྲས-ཀྱི-མཆོག-ཉིད-དུ-ལེགས-པར-སྐྱེས-པ	[MSA]uttama-buddhātamajatvena sujātaḥ
སངས-རྒྱས-ཀྱི-སྲས-རྣམས	[C]buddha-tanaya
སངས-རྒྱས-ཀྱི-ཚུལ	[C]buddha-netrī
སངས-རྒྱས-ཀྱི-ཚུལ-རྒྱུན-མུ-ཆད-པའི-ཕྱིར-བཞུགས-པ	[C]buddha-netryā akyavacchedāya pratipanna
སངས-རྒྱས-ཀྱི-ཡེ-ཤེས	[C,MSA]buddha-jñāna
སངས-རྒྱས-ཀྱི-ཡེ-ཤེས-ཀྱི-སྟོབས	[C]buddha-jñāna-bala
སངས-རྒྱས-ཀྱི-ཡོན-ཏན	[C,MSA]buddha-guṇa
སངས-རྒྱས-ཀྱི-ཡོན-ཏན-ཕུན-སུམ-ཚོགས-པ-དང-ལྡན-པ	[C]buddha-guṇa-sampat-pratisaṃyukta
སངས-རྒྱས-ཀྱི-ཡུལ	[C]buddha-viṣaya
སངས-རྒྱས-ཀྱི-ཞིང	[L,C,MSA]buddha-kṣetra
སངས-རྒྱས-ཀྱིས-གདུལ-བ	[MSA]buddha-vineya
སངས-རྒྱས-ལ-བསྟོད-པ	[MSA]buddha-stotra
སངས-རྒྱས-ལ-གསོལ-བ	[MSA]buddhādhyeṣaṇa; [MSA]buddhādhyeṣaṇā
སངས-རྒྱས-ལ-གསོལ-བ-གདབ-པ	[MSA]buddhādhyeṣaṇa; [MSA]buddhādhyeṣaṇā
སངས-རྒྱས-ལ-མཆོད-པའི-མཆོག	[MSA]buddha-pūjā paramā
སངས-རྒྱས-མཛད	[C]buddha-kriya
སངས-རྒྱས-མེད-པའི-དུས	[MSA]buddha-rahita ... kāla
སངས-རྒྱས-མཐོང-བ	[MSA]buddha-darśana
སངས-རྒྱས-མཚན-མི-གྲགས-པ	[MSA]abuddha-nāma
སངས-རྒྱས-ནི-ཡོད-པ-ཞེས-ཀྱང-མི-བརྗོད	[MSA]buddhatvaṃ na bhāva ucyate
སངས-རྒྱས-ཉིད	[C,MSA]buddhatva; [MSA]buddhatā; [C]vṛddhatva
སངས-རྒྱས-ཉིད-དུ-དབང-བསྐུར-བ-ཡིན-པ	[MSA]abhiṣiktaḥ ... buddhatve
སངས-རྒྱས-ཉིད-དུ-ལུང-བསྟན-པ-བཤད-པ	[MSA]buddhatve vyākaraṇa-deśanā
སངས-རྒྱས-ཉིད-དུ-ཞུགས-པ-ཡིན-པ	[C]buddhatva-pratipannaka
སངས-རྒྱས-ཉིད-ཀྱང-ཐོབ-པར-བྱ	[MSA]buddhatvaṃ ca prāptavyaṃ
སངས-རྒྱས-ཉིད-ཀྱི-ཐབས-ཤེས-པ	[MSA]buddhatvopāya-jñāna
སངས-རྒྱས-ཉིད-ལ-འཇུག-པའི-ཐབས	[MSA]buddhatvopāya-praveśa
སངས-རྒྱས-ཉིད-ལ-སེམས-མཉམ-པ-ཉིད	[MSA]buddhatve sama-cittatā
སངས-རྒྱས-ཉིད-ཕུན-སུམ-ཚོགས-པ-ཐོབ-པའི-གེགས-སུ-གྱུར-པ	[MSA]buddhatva-saṃpat-prāpti-vibandhana
སངས-རྒྱས-པ	[LCh]bauddha
སངས-རྒྱས-རྒྱལ-སྲས	[MSA]buddha-jinātmaja
སངས-རྒྱས-རིང-བསྲེལ	[C]buddha-dhātu
སངས-རྒྱས-རྗེས-སུ-དྲན-པ-དང-ལྡན-པ	[MSA]buddhānusmṛti-sahagata
སངས-རྒྱས-རྣམས-འབྱུང-བ	[MSA]buddhānām utpādaḥ
སངས-རྒྱས-རྣམས-དང-ཕྲད-པ	[MSA]buddhaiś ca samavadhānaṃ
སངས-རྒྱས-རྣམས-ཕན-ཚུན-མཛད-པ-གཅིག-པ-ཉིད	[MSA]buddhānām anyonyaika-kāryatvam
སངས-རྒྱས-རྣམས-སངས-རྒྱས-མཆོག-རྣམས	[MSA]buddha ... vibuddhottama
སངས-རྒྱས-རྣམས-ཡུལ	[MSA]buddhānāṃ ... viṣayaḥ
སངས-རྒྱས-སྤྲུལ-པ	[MSA]buddha-nirmāṇa
སངས-རྒྱས-སྲས	[C]buddha-suta; buddha-putra; [MSA]buddhātmaja
སངས-རྒྱས-སྲས-རྣམས	[C]buddha-tanaya
སངས-རྒྱས-སུ-འགྱུར-བར-འོས-པ	[MSA]buddho bhavitum arhati
སངས-རྒྱས-ཡེ-ཤེས	[MSA]buddha-jñāna
སངས-རྒྱས-ཡེ-ཤེས-མཆོག-ཏུ-རབ-བྱུང	[C]parama-adbhuta-buddha-jñāna
སངས-རྒྱས-ཡིད-ལ-བྱ-བ	[C]buddha-manasikāra
སངས-རྒྱས-ཡོན-ཏན	[C]buddha-guṇa
སངས-རྒྱས-ཡོན-ཏན-ཕུན-སུམ-ཚོགས-པ-དང-ལྡན-པ	[C]buddha-guṇa-sampat-pratisaṃyukta
སར-པ	[Das] pratyagra
སར-ཞུགས-པ	[MV]bhūmi-praviṣṭa
སཱསྲབ༹	zag bcas
སྦ-བ	[C]gupti; [C]-śālin
སྦྲན-ཏེ	[C]arocayati
སྦྲང-བུ	bhramara
སྦྲང-མ	[L]bhramara
སྦྲང-རྩི	[L]madhu
སྦྲང-རྩིའི-རོ	[L]madhu-rasa
སྦྲུ-མ	[C]gurviṇi(ya)
སྦྲུལ-འཚོང	[PU] veśya
སྦྲུལ-གྱིས-གང-བར	[C]vyāḍāvakīrṇa
སྦྲུམ-མ	[C]gurviṇi(ya)
སྦྱང	[C]viśodhana
སྦྱང-བ	[N]viśodhana
སྦྱང-བར-བྱ-བ	[MSA]sādhana
སྦྱང-དཀའ	[MSA]sudurjayā; durjayā; [MSA]jīyate duḥkhaṃ
སྦྱང-དཀའ-བ	sudurjayā; [MSA]durjayā; [MSA]jīyate duḥkhaṃ
སྦྱངས	[MSA](√śudh): śodhayat; [C]saṃdhāvati; [MSA]kṛta
སྦྱངས-པ	 [C]uttapta|[C]dhūta; [MSA]uttāpanatā; [MSA]udagra; [MSA]vyutpanna 
སྦྱངས-པ-མ-བྱས-པ	[MV]aparikarmitā
སྦྱངས-པ-ཡང-དག-སྡོམ	[C]dhūta-saṃlekha
སྦྱངས-པའི-ཡོན-ཏན	[C]dhūta-guṇa
སྦྱངས-པའི-ཡོན-ཏན-དང-ལེགས-པར-སྡོམ-པ	[C]dhūta-guṇa-saṃlekha
སྦྱངས-པའི-ཡོན-ཏན-དང-ཡོ-བྱད-བསྙུངས-པ	[C]dhūta-guṇa-saṃlekha
སྦྱངས-པའི-ཡོན-ཏན-གྱི-སྡོམ-པ-མི-བཏང-བ	[C]dhūta-guṇa-saṃlekha-anuvarjanatā
སྦྱངས-པའི-ཡོན-ཏན-ཡོངས-སུ-བརྗོད-པ	[C]dhūta-guṇa-parikīrtana
སྦྱངས-སྡོམ	[C]dhuta-vṛtta
སྦྱར-བ	 yoga|[MSA]anuga; [MSA]anusāra (e.g.: akṣa-gata-anusāra); [MSA]bandha (e.g.: śloka-bandha) 
༅སྦྱར-བ༏-ལྡན-པ	yoga
སྦྱར-བར-བགྱི	[L]yojanīya
སྦྱར-བར-བྱ-བ	[MSA]prayojya; [MV]yojayitavya; [MV 3.16cd]yojya
སྦྱར-བར-སྨོན-ལམ-འདེབས-པ	[MSA]prayojayituṃ praṇidadhāti
སྦྱར-བྱུང	sāṃyogika
སྦྱར-བྱུང-གི-དྲི	sāmmyogika-gandha
སྦྱར-བྱུང-གི-རྩ-བའི-ཁ-དོག	sāṃyogika-mūla-varṇa
སྦྱར-མ-དང-ལྷུང-བཟེད-འཆང-ཞིང-སྤྱོད	[C]saṃghāti-paṭapātra-cīvara-dhāraṇa
སྦྱིན	[MV]dāna
སྦྱིན-བདག	[C]dātā
སྦྱིན-བྱེད	[MSA]dātṛ; [MSA]dāyaka (e.g.: vara-guṇadhana-dāyaka; sugati-sthiti-dāyaka); [C]pradātā
སྦྱིན-དུ-མེད-པ	[C]prāpyate
སྦྱིན-གནས-འགྱུར	[C]dakṣiṇīya
སྦྱིན-གནས-སུ-གྱུར-པ-ཡིན-ནོ	[C]dakṣiṇīyatāṃ gacchati
སྦྱིན-ལ-མངོན-དགའ-ཡིན-པ	[MSA]dānābhirata
སྦྱིན-ལ-སོགས-པ-སྒྲུབ-པ	[MSA]dānādi-pratipatti
སྦྱིན-པ	[LCh,L,MSA,MV]dāna; [C]dakṣiṇā; [C]deya; [MSA]dattaka (e.g.: śikṣā-dattaka); [MSA]visarga
སྦྱིན-པ-བརྒྱུད-པ	[MSA]dāna-paraṃparā
སྦྱིན-པ-ལ-འཇུག	[MSA]dāne vartante
སྦྱིན-པ-ལ-བརྒྱུད-པ	[MSA]pāraṃpara (dāne-)
སྦྱིན-པ-ལ-རྗེས-སུ-སྟོན-པ	[MSA]dāna-samanuśāsti
སྦྱིན-པ-ལ-སྦྱོར-བ	[MSA]dāne prayogaḥ
སྦྱིན-པ-ལ-སེམས-མཉམ-པ-ཉིད	[MSA]dāne sama-cittatvam
སྦྱིན-པ-ལ-སོགས	[MSA]dānādi
སྦྱིན-པ-ལ-སོགས-པ-ལ-རྗེས-སུ-ཡི-རང-བ	[MSA]dānādīnām anumodanā
སྦྱིན-པ-ལ-སོགས-པ-ལ-སྦྱོར-བ-ཡིད-ལ-བྱེད-པ	[MSA]dānādi-prayoga-manasikaraṇa
སྦྱིན-པ-ལ-སོགས-པ-མ-བྱས-པ	[MSA]akṛta ... dānādi
སྦྱིན-པ-ལ-སོགས-པའི-དོན	[MSA]dānādi ... artha
སྦྱིན-པ-ལ-སོགས-པའི-ཡོན-ཏན-ལ-འཇུག-པ	[MSA]dānādi-guṇa-pravṛtti
སྦྱིན-པ-ལས-བྱུང-བའི-བསོད-ནམས	[MSA]dāna-mayaṃ puṇyaṃ
སྦྱིན-པ-ནི-འབྲས-དང-བཅས-ཏེ-བྱིན	[MSA]sa-phalaṃ dānaṃ dattaṃ
སྦྱིན-པ-པོ	[MSA]dātṛ; [MSA]dāyaka
སྦྱིན-པ-པོ-བརྩེ-བ-དང-ལྡན-པ	[MSA]dātā kṛpāluḥ
སྦྱིན-པ-པོ-དང-སྦྱིན-པར-བྱ-བ-དང-ལེན-པ-པོ-རྣམས-སུ-རྣམ-པར-མི-རྟོག-པ	[MSA]dātṛ-deya-pratigrāhakāvikalpana
སྦྱིན-པ-པོ-ནི-ལོངས-སྤྱོད-མི-འདོད	[MSA]bhoga-dveṣṭṛ ... dātṛ
སྦྱིན-པ-རྩོལ-བ	[C]dānāni dadāti (vicitrāṇī)
སྦྱིན-པ-ཡོངས-སུ-སྦྱོང-བ	[C]dakṣiṇā-pariśuddhi
སྦྱིན-པའི-འབྲས-བུ	[MSA]dāna-phala
སྦྱིན-པའི-འབྲས-བུ-བདེ-བ	[MSA]dānasya phalaṃ sukham
སྦྱིན-པའི-བདེ-བ	[MSA]dāna-sukha
སྦྱིན-པའི-བསམ-པ	[MSA]dānāśaya
སྦྱིན-པའི-དབང	[MSA]dāna-vaśa
སྦྱིན-པའི-གནས	[C]dakṣiṇīya
སྦྱིན-པའི-གནས-སུ-འགྱུར-རོ	[C]dakṣiṇīyatām gacchati
སྦྱིན-པའི-ཕ-རོལ-ཏུ-ཕྱིན-པ-དང-ལྡན-པ	[MSA]dāna-pāramitā-sahagata
སྦྱིན-པའི-ཕ-རོལ-ཏུ-ཕྱིན-པ-ལ-སོགས-པ	[MSA]dānādi-pāramitā
སྦྱིན-པའི-ཕན-ཡོན	[MSA]dānānuśaṃsa
སྦྱིན-པའི-ཕུང-པོའི-རྣམ-པར-སྨིན-པ	[MSA]dāna-skandhasya vipākaṃ
སྦྱིན-པའི-སྦྱིན-པ	[MSA]dāna-dāna
སྦྱིན-པའི-ཡོན-ཏན	[MSA]dāna-guṇa
སྦྱིན-པར-འདུན-པ-ཡིད-ལ-བྱེད-པ	[MSA]dāna-cchanda-manasikāra
སྦྱིན-པར-བགྱིད-པ	[C]dāyika
