སངས-རྒྱས	buddhaḥ
མིག-འཛེར-ཅན	akṣiśantraḥ (akṣiśattraḥ)
མིག-འབྲུམ-ཅན	akṣivivarcikaḥ (akṣivicarcikaḥ)
མིག-ཤུ-ཅན	akṣidardruḥ
རྣ-མཆོག-སྦུ-གུ-འཆས-པ	rājīkarṇaḥ
རྣ-མཆོག-སྦུས-སུ-འཆས-པ	rājīkarṇaḥ
རླིག-པའི-ནང-དུ-མཚན-ནུབ-པ	aṇḍalāṅgulapraticchannaḥ
གླེན-པ	mūḍhaḥ
རྐང-གཅིག-པ	ekapādaḥ
ལག-པ-གཅིག	ekahastaḥ
ལག-མེད	ahastaḥ
རྐང-མེད	apādaḥ
སླེ-གདམས-པ	saṃbhinnavyañjanā
རྟག-ཏུ-ཟླ-མཚན-ཟག-པ	sadāprasravaṇī (sadaprasravaṇī)
ཟླ-མཚན-མེད-པ	alohinī
མཚན-ཙམ-ཡོད-པ	naimittikī
མཚན-འགྱུར	vyañjanaṃ parivartate
སྣམ-སྦྱར	saṃghāṭī
བླ-གོས	uttarāsaṅgaḥ
མཐང-གོས	antarvāsaḥ
རྔུལ-གཟན	saṃkakṣikā
རྔུལ-གཟན-གྱི-གཟན	pratisaṃkakṣikā
ཤམ-ཐབས	nivāsanam
ཤམ-ཐབས-ཀྱི-གཟན	pratinivāsanam
སྐྲ-བཟེད	keśapratigrahaṇam
ཁྲུས-རས	snātaśāṭakam
གྱན-པ-དགབ-པ	kaṇḍūpraticchadanam
དབྱར-གྱི-གོས-རས-ཆེན	varṣāśāṭīcīvaram (varṣāśāṭīcāvaram)
ཡོ-བྱད-ཀྱི-གོས	pariṣkāracīvaram (pariṣkāracāvaram)
ལྷུང-བཟེད	pātram
ལྷུང-བཟེད-ཆུང-ངུ	kupātram
དྲ-བ	śikyam
ལྷུང-བཟེད-ཀྱི-སྣོད	 pātrasthapikaḥ|pātrapoṇikaḥ 
ལྷུང-གཟེད-བཞག-པའི-གདུ-བུ	pātrakāṭakaṃ
སྐོན-པུ-ཁ-སྦྱར	cakorakam
ཞ-ཉེའི-དབྱར-འདབ	trapumaṇḍalakam
འཁར-བསིལ	khakkharam
འཁར-གསིལ	khakkharam
ཕོར-བུ	 sarakam|sarakam 
སྨན-ཕོར	bhaiṣajyasaravakam
ཁ-གཟར	kalācikā (kalacikaḥ)
ལྷུང-བཟེད-ཀྱི-ཁ-གྱོགས	pātravaśyāpakam
གདོང-ཕྱིས	mukhaproñchanam (mukhapocchanam)
རིལ-བ-སྤྱི-བླུགས	 karakiṇī | kuṇḍikā|kuṇḍikā 
རིལ-བ	vardhanikā (varttanikā)
ཆོལ-ཟངས	pratigrahaḥ
འུར-རྡོ	kṣampaṇam
རམ-ཕྱིས	melandukaḥ
ལྷམ-སྒྲོག-གུ-ཅན	pūlā
ལྷམ-ཡུ-ཅན	maṇḍapūlaḥ (muṇḍapūla)
འབོབ	pādaveṣṭanikā
ཁབ	sūcī
ཁབ-རལ	sūcīgṛhakam
རྒྱ	mudrā
ལྕེ-བཞར	jihvānirlekhanikaḥ
གྲིའུ	śastrakam
གྲི-བྱ-རོག-གི-མཆུ-ལྟ-བུ	kākacañcukam (kāṃkacañcukam)
གྲི-བྱ-གག-གི-གཤོག-པ-ལྟ-བུ	kukkuṭapakṣakam (kukkuṭavakṣakam)
མེ-ཤེལ	sūryakāntaḥ
ཆུ-ཤེལ	candrakāntaḥ
ཕྱིང-བ	namatam
བར-ཐང	cilimilikam (ciliminikā)
བསིལ-ཡབ	vidhamanam (vidhāmanam)
བསིལ-གྱབ	vidhamanam (vidhāmanam)
སྦྲང-གྱབ	maśakavaraṇam
སྦྲང-ཡབ	maśakavaraṇam
སྔས-ཚངས-ཅན	 śiropadhānam|bimbopadhānam (bindodadhānam) 
སྟན-ནང-ཚངས-ཅན	 vṛsikā (tulikavṛsikā)|tūlikā 
གོར-བུ	caturasrakam
ཤུར-བུ	paṭṭikā
ལྕག-ཕོད	loṭhakā. lothakam
རྒྱ-ཅང	ākañcukam (aṣṭuñcakam)
ཤོར-བུ-ཕྲེའུ	murucikā
ལན-བུ	veṇiḥ
སྟོད-ཀོར-ནང-ཚངས-ཅན	lampakam
ཤིང-ང-དཔུང-བཅད	kusulakam
རྣག-གཟན	kāyoddharṣaṇam
སྦྲང-སྐྱབས	maśakakuṭī
ཞྭ-བ	kholaṃ
རས-མ-སྣོད	kolāhalasthavikaḥ
ཆོས-གོས-ཀྱི-གཏུར-བུ	cīvaravṛṣikā
བྱ-མ-བུམ	karakam
ཟངས-བུམ	kuṇḍalakam
ཟངས-སམ-རྫ-བོ	kaṭāhakam
ལྕགས-ཀྱི-གཞོང-རིངས	ayodroṇikaḥ
ཞུགས-གླིང	aṅgārasthāpanaśakaṭikā (aṅgāre sthāparam)
དོག-ལེ	pacanikā
སླ-ང	kaphalikā
ནལ-ཟེ	kaṭacchuḥ
མིག-སྨན-སྣོད-དོང-བུ	bhaiṣajyāñjananālikā (bhaiṣajyajānanālika. bhaiṣajyāñcananālikā)
འབྲུ-མར-སྣོད	kutupam
མཆན-ཁུག	kacchapuṭam (kacchapuṭṭam)
ཚྭ-ཁུག	lavaṇapātalikā
མཆིལ-མའི-སྣོད	 kheṭakaṭāhakam (kheṭakaṭahakam)|śleṣmakaṭāhakam 
ཆུ-ཚགས	parisrāvaṇam
ཆུ-ཚགས-གྲུ-གསུམ	khallakam
རིལ-ཚགས	kuṇḍikā
རིལ-བ-ཞབས-ཚགས-ཅན	varmakānakam. dharmakaṇakam (parmakanakam. marmakānakam)
བུམ-ཚགས-གཅེའུ-ཅན	ravaṇakam
གསལ-ཚགས	mocanapaṭṭakam
སྦྱངས-ཚགས	daṇḍapoṇam
ཚགས-རྟེན-སྣོད	dhāraṇapātraṃ
ཆུ-རྫ	pānīyasthālakam
ཕུལ-བའི-བཏུང-ཕོར	anupānapaṭṭakam (anupārapaṭṭakam, antupārapaṭṭakam)
ལྕགས-ཀྱི-གར-བུ	ayaspiṇḍam
ལྕགས-ཐག	śriṅkhalikam (śriṅgalikam)
སྨན-གཅེའུ	netrikam
སྣར-བླུགས-པའི-སྤྱད	nastakaraṇam
གཟར-ཐག	kantārikaḥ
སྟ-རེ	kuṭhārikā
བསྐུ-བའི-ཐུར-མ	añjanaśalākā
གོས-ཀྱི-གདང	cīvaravaṃśaḥ
སྐྲའི-རྐང-རྟེན	pratipādakam
དབྱུག-གུ-སྐམ-ཁ	ajapadakadaṇḍaḥ (ajapadakakaṇḍaḥ)
ཟུང-ང	nāgadantakam
གཟར-བུ	darvikā
ཐལ-ཕྱགས	sphijam
མགར-སྤྱད	karmārabhaṇḍikā
འདྲེག-མཁན-གྱི-ལག-ཆ	nāpitabhāṇḍam
རྫ-གཟོང	ghaṭabhedanakam
དབྱིབས-མོ	karparaḥ
ཆུ-སྣོད-ཀྱི-གཞི	udakabhāṇḍaḥ
རྐང-རྟེན	pādādhiṣṭhānam
གནས-ཁང-བསྒོ-བ	vihāroddeśakaḥ (viherodheśakaḥ)
ཟས-ལ-བསྐོ-བ	bhaktoddeśakaḥ
ཐུག-པ-འགྲིམ-པ	yavāgūcārakaḥ (cepāgūcārakaḥ)
བག-ཅོས-འགྲིམ-པ	khādyakacārakaḥ
བག-ཆོས-འདྲིམ-པ	khādyakacārakaḥ
ཤིན-ཏོག-འགྲིམ-པ	phalacārakaḥ
ཤིང-ཏོག-འདྲིམ-པ	phalacārakaḥ
ཕྲན-ཚེགས-འགྲིམ-པ	yatkiṃciccārakaḥ
སྣོད-སྤྱད-འགྲུབ-པ	bhāṇḍagopakaḥ
སྣོད-སྤྱད-འགེད-པ	bhāṇḍabhājakaḥ
དབྱར-གྱི-རས-ཆེན-སྦེད-པ	varṣāśāṭīgopakaḥ (śaṭīgopakaḥ)
གོས-སྦེད-པ	cīvaragopakaḥ
གོས-འགེད-པ	cīvarabhājakaḥ
གོས-འགྱེད-པ	cīvarabhājakaḥ
དགེ-སྐོས	upadhivārikaḥ
མངག-གཞུག-པ	preṣakaḥ
སྡེར-སྤྱད-ཀྱི-ཞལ-ཏ-པ	bhājanavārikaḥ
ཆུའི-ཞལ-ཏ-པ	pānīyavārikaḥ
མཛེས-འཆོས	prasādhivārikaḥ (prāsādivāraka)
བང-རིམ-ཀྱི-ཞལ-ཏ-པ	pariṣaṇḍavārikaḥ
མལ-སྟན-གྱི-ཞལ-ཏ-པ	śayanāsanavārikaḥ
མལ-སྟན-གྱི-ཕོགས-ཀྱི-ཞལ-རྟ-པ	muṇḍaśayanāsanavārikaḥ
སྒོའུ-ཆུང-བསྲུང-བ	chaṇḍikāvārikaḥ
འཕགས-པ-ཐམས-ཅད-ཡོད-པར-སྨྲ-བ	āryasarvāstivādāḥ
གཞི-ཐམས-ཅད-ཡོད-པར-སྨྲ-བའི-སྡེ	mūlasarvāstivādāḥ
འོད-བསྲུང-བའི-སྡེ	kāśyapīyāḥ (kaśyapīyāḥ)
ས-སྟོན-སྡེ	mahīśāsakāḥ
ཆོས-སྲུང-སྡེ	dharmaguptāḥ
མང-དུ-ཐོས-པའི-སྡེ	bāhuśrutīyāḥ
གོས-དམར-སྡེ	tāmraśāṭīyāḥ
རྣམ-པར-ཕྱེ-སྡེ-སྨྲ-བའི-སྡེ	vibhajyavādinaḥ
འཕགས-པ-ཀུན-གྱིས-བཀུར-བའི-སྡེ	āryasammatīyāḥ
སར-སྒྲོག-རིགས-ཀྱི-སྡེ	kaurukullakaḥ
བསྲུང-བ-པའི-སྡེ	avantakāḥ (āvantakaḥ)
གནས-མ-བུའི-སྡེ	vātsīputrīyāḥ
དགེ-འདུན-ཕལ-ཆེན-པོའི-སྡེ	mahāsāṃghikāḥ
ཤར-གྱི-རི-བོའི-སྡེ	pūrvaśailāḥ
ནུབ-ཀྱི-རི-བོའི-སྡེ	aparaśailāḥ
གངས-རིའི-སྡེ	haimavatāḥ (hemavatāḥ)
འཇིག-རྟེན-འདས-སྨྲ-བའི-སྡེ	sde
བཏགས-པར-སྨྲ-བའི-སྡེ	prajñāptivādinaḥ
འཕགས-པ-གནས-བརྟན-པ	āryasthavirah
གཙུག-ལག-ཁང-ཆེང-གནས-པའི-སྡེ	mahāvihāravāsinaḥ
རྒྱལ-བྱེད-ཚས-གནས-པའི-སྡེ	jetavanīyāḥ
འཇིགས-མེད-རི-གནས-སྡེ	abhayagirivāsinaḥ
རབ-ཏུ-བྱུང-བའི-གཞི	pravrajyāvastu
གསོ-སྦྱོང-གི-གཞི	poṣadhavastu
དབྱར-གྱི-གཞི	varṣāvastu
དགག-དབྱིའི-གཞི	pravāraṇavastu
སྲ-བརྐྱང-ཀྱི-གཞི	kaṭhinavastu
གོས-ཀྱི-གཞི	cīvaravastu
ཀོ-ལྤགས-ཀྱི-གཞི	carmavastu
རྩིའི-གཞི	bhaiṣajyavastu
ལས-ཀྱི-གཞི	karmavastu
ཕྱིར-བཅོས-པའི-གཞི	pratikriyāvastu
དུས-དང-དུས-མ-ཡིན-པ-དང-སྦྱར-བའི-གཞི	kālākālasampadvastu
ས-གཞན-དུ-སྤོས-པའི-སྤྱོད-པའི-གཞི	bhūmyantarasthacaraṇavastu
ཡོངས-སུ-སྦྱངས-པའི-གཞི	parikarmavastu (parikarmaṇavastu)
ལས-མི-མཐུན-པའི-གཞི	karmabhedavastu
འཁོར-ལོ-མི-མཐུན-པའི-གཞི	cakrabhedavastu
རྩོད-པའི-གཞི	adhikaraṇavastu
མལ-ཆའི-གཞི	śayanāsanavastu
དགེ-འདུན-གྱིས-རུང-བ	saṃghakalpaḥ
གང-ཟག-གིས-རུང-བ	pudgalakalpaḥ
ཆུ-ཚགས-ཀྱིས-རུང-བ	parisrāvakalpaḥ
ཉིན-ཞག-གིས-རུང-བ	ahorātrakalpaḥ
ཁྲོན-པས-རུང-བ	udapānakalpaḥ (udapānākalpaḥ)
དགེ-སློང-དུ-མི-རུང-བའམ-དགེ-སློང-མ-ཡིན-པ	abhikṣuḥ
དགེ-སྦྱོང-དུ-མི-རུང-བའམ-དགེ-སྦྱོང-མ-ཡིན-པ	aśramaṇaḥ
ཤཱ-ཀྱའི-བུར-མི-རུང-བའམ-ཤཱ-ཀྱའི-བུར-མ-ཡིན-པ	aśākyaputrīyah
དགེ-སློང-གི-དངོས-པོ-ལས-ཉམས-པར-འགྱུར	dhvasyate bhikṣubhāvāt
དེའི-དགེ-སྦྱོང-གི-ཚུལ-ཞིག-པར-འགྱུར	hatam asya bavati śrāmaṇyam (hatam asya bavati śramaṇam)
ཉམས-པ	dhvastam
ལྟུང-བ	 prāyaścittikaḥ| āpattiḥ |patitam 
ཕམ-བར-གྱུར-བ	parājitam
དེའི-དགེ-སྦྱོང-གི-ཚུལ-ཕྱིར-བསླང-དུ-མེད-པར-འགྱུར	apratyuddhāryam asya bhavati śrāmaṇyam
དཔེར-ན-ཤིང-ཏ-ལའི-མགོ-བཅད-པ-བཞིན	tadyathā tālo mastakacchinnaḥ
སྔོན-པོར-འགྱུར-དུ-མི-རུང-བའམ-མི-བཏུབ	abhavyo haritvāya
ཁོངས-མྱགས-ཤིང-ཕྱིར-འཛག-པ	antarpūtyavasrutaḥ (antapūti avaśrutaḥ)
ཤིང-རུལ-བ-ལྟ-བུར-གྱུར-པ	kaṣaṃbakajātaḥ
ལུག-པོང-ལྟར-སྤྱད-པ	śaṅkhasvarasamācaraḥ (śaṅkhasvarasamāccharaḥ)
ལུང-རུལ-བ-ལྟ-བུར-གྱུར-པ	saṃkasusamācāraḥ
དགེ-སྦྱོང-མ-ཡིན-པར-དགེ-སྦྱོང-དུ-ཁས-འཆེ-བ	aśramaṇaḥ śramaṇapratijñaḥ
ཚངས-པར-སྤྱོད-པ-མ-ཡིན-པར-ཚངས-པར-སྤྱོད-པར-ཁས-འཆེ-བ	abrahmacārī brahmacārīpratijñaḥ
ཚུལ-ཁྲིམས-ཉམས-པ	śīlavipannaḥ (śīlavivannaḥ)
ལྟ-བ-ཉམས-པ	dṛṣṭivipannaḥ
ཆོ-ག-ཉམས-པ	ācāravipannaḥ
འཚོ-བ-ཉམས-པ	ājīvavipannaḥ
བསླབ-པ-ཞིག-པ	śikṣābhraṣṭaḥ
དྲི-གཙང-ཁང	gandhakuṭī
གཙུག-ལག-ཁང	vihārah
དབྱར-ཁང	varṣakaḥ
གཎ-ཌི	gaṇḍī
གཎ-ཌིའི-ཐེའུ	gaṇḍīkoṭanakam
ཉི-ཚོད-ཀྱི-འཁོར-ལོ	velācakram
བལ-གོས	aurṇakavāsaḥ
ཤ-ནའི-རས	śāṇakam
ཟར-མའི-རས	kṣaumakam
དུ-ཀཱུ-ལའི-རས	daukulakam (daugūlakam)
ཀོ-ཏམ-པའི-རས	koṭambakam (koṭṭambakam)
རས-ཡུག-ཆེན	paṭakaḥ
རས-ཡུག-ཕྲན	śāṭakam
བེའུ-རས-ཡུག-ཆེན	amilaḥ (āmilaḥ)
བེའུ-རས-དམར-པོ	kṛmilikaḥ (kṛmilikā)
ལ-དམར	kṛmivarṇā
བེའུ-ཕྲུག	saumilakā
ཡུལ-ཀ-ཤའི-ཀའི-རས-ཕྲན	kāśikasūkṣmam
ཁ-དོག-རན-པ	samavarṇaḥ
ཁ-དོག-ངན-པ	durvarṇaḥ
ཉི-འོག-གི-གོས	aparāntakam
བལ-སྟན	erakam
ཤིང-ཤུན-གྱི-སྟན	merakam
སྲིན-བལ-གྱི-སྟན	syandarakaḥ (syandarakam)
རས-བལ-གྱི-སྟན	mandurakam (madhuram)
ཤི-བའི-ནོར-རྫས	mṛtapariṣkāraḥ
ཁྲུ-གང-ཁོར-ཡུག	śamasāmantakam
ཟུང	yugmam (yugām)
སྣམ-སྦྱར-ནང-ཤུན-ཅན	dvipuṭasaṃghāṭī (dipūṭasaṃghāṭī)
སྣམ-སྦྱར-སུམ-རིམ-པ	tripuṭasaṃghāṭī
ཆ-ག-ལྟབ-པ	dhaṭikaḥ (dhajikaḥ. vaṭika. dhaṇika)
ཆོས-གོས-ཀྱི-ཚལ-བུ	cīvaraśreṇī (cīvaraśroṇī)
མཐའ-སྐོར	ānanda paṭṭikaḥ (sānta paṭṭikaḥ)
སྒྲོག-གུའི-རྟེན-མ	phalakaḥ
ལྷན-པ-གོན-པ	gaṇḍūśikaḥ. gaṇḍūmikaḥ. kaṇḍūsikaḥ
ལྷན-པ-གློན-པ	gaṇḍūśikaḥ. gaṇḍūmikaḥ. kaṇḍūsikaḥ
རེ-ཞིག-གནས-བཅའ-བ	upaniśrayaḥ
གནས-བཅའ-བ	āśrayaṇīyam
རུང-བ	 kalpikaḥ|kalpikam 
སྐྲ-གྱེན-དུ-འགྲེང-བ-ལྟ-བུ	utkacaḥ
སྐྲ-ཞིག-པ-ལྟ-བུ	prakacaḥ
སྤུ-ས-ལ-ལྷུང-བ-ལྟ-བུ	romapātaḥ
མཁྱེན-བཞིན-དུ-འདྲི	jānantaḥ pṛcchati
མཁྱེན-ཀྱང-མི-འདྲི	jānanto 'pi na pṛcchati
དུས-སུ-འདྲི	kāle pṛcchati
ཁྱིམ-རིམ-གྱིས-ཐུར-མས-འདྲིམ	kulaparyāyeṇa śalākā caryate (kulaparyāyeṇa śalākā ccharyate)
དུས-ལས-ཡོལ-བར-མི-འདྲི	kālātikrānte na pṛcchati (kālātikrāntaṃ na pṛcchanti)
དོན-དང-ལྡན-པར-འདྲི	arthopasaṃhitaṃ pṛcchati
དོན-དང-མི-ལྡན-པར-མི-འདྲི	anarthopasaṃhitaṃ napṛcchati
བསླབ-པའི-གཞི-བཅའ-བ	śikṣāpadaprajñāptiḥ
བྱུང-བ-འདི-ལ	asyām utpattau
གླེང-གཞི-འདི-ལ	asmin nidāne
སྐབས-འདི-ལ	asmin prakaraṇe
དངོས-པོ-འདི-ལའམ-གཞི-འདི-ལ	asmin vastuni (asmin vastutiḥ)
བཅས-པ	prajñāptiḥ
རྗེས-སུ-བཅས-པ	anuprajñāptiḥ
སོ-སོར-སྤང-བ	pratikṣepaḥ
གནང-བ	abhyanujñā (asyanujñāḥ)
སོ-སོར-ཐར-པ	prātimokṣaḥ
ཚངས-པར-མཚུངས-པར-སྤྱོད	sabrahmacārī
བཙུན-པ	bhadantaḥ
ཚེ-དང-ལྡན-པ	āyuṣmān
ཉེས-པ-སྦོམ-པོ	sthūlātyayaḥ
ཉེས-བྱས	duṣkṛtam
བཅུག-རེག-ཉམ-སུ-མྱོང-བར-བྱས-པ	praviṣṭaḥ sparśasvīkṛtau
ཟག-བྱེད-དུ-ཟག-བྱེད-དམ-ཁའམ-བཤང-བའི-ལམ-དུ	prasrāvaṇakaraṇe prasrāvanakaraṇasya mukhe varcomārge vā (prasrāvaṇakaraṇe prasrāvanakaraṇasya mukhe varcomarga pā)
མ-བྱིན-པའི-མ-ཤ-ཀ-ལྔ-ལ-སོགས-པ	adattasya pañcamāṣakādeḥ (adattasya pañcamāṣakāde)
རྐུ-སེམས-ཀྱིས	steyacittena
མིའི-རྒྱུད-ཀྱིས-ཡོངས-སུ-བཟུང-བ-ལ	manuṣyagatiparigṛhītasya
དེར-འདུ-ཤེས-པས	tatsaṃjñayā
རྐུའམ-བརྐུར-བཅུག-པ-དང-མངགས-པས-ཀྱང	haraṇahāraṇayor dūtenāpi
སྲོག-བཅད-པ	jīvitoparodheḥ
དེ-ལྟར-བསམས-པ	taccittena
མིར-གྱུར-པ	manuṣyagateḥ
མིར-ཆགས-པ	mānuṣyavigrahaḥ
འདུ-ཤེས-བསྒྱུར-བ	vinidhāyasaṃjñā
དེ-ལྟར-འདུ-ཤེས-པས	tatsaṃjñayā
བདག-མིའི-ཆོས-བླ-མ-དང-ལྡན-པར-སྨྲས-པ	uttaramanuṣyadharmayuktatoktavartamānaḥ (uttaramanuṣyadharmayuktatoktavātmanaḥ)
ཕ-རོལ-གྱིས-གོ-བ	parāvagame
ལྟུང-བ-མེད	anāpattiḥ
ལས-དང-པོ-པ	ādikarmikaḥ
མྱོས-པས	unmattakaḥ
སེམས-འཁྲུགས-པ	vikṣiptacittaḥ
སྡུག-བསྔལ-གྱི-ཚོར-བས-གཟིར-བ	vedanābhinnaḥ
སྡུག-བསྔལ-གྱི-ཚོར-བས-ཟིན-པ	vedanābhinnaḥ
ལྷག-མ-ཡོད-པ	sāvaśeṣā
ལྷག-མ-མེད-པ	niravaśeṣaḥ
ཕ-མའི-རིགས-བདུན-རྒྱུད-ཚུན-ཆད	ā saptamaṃ yugam upādāya
ལྷུང-བཟེད-ཁས-དབུབ	pātranikubjanam
དོགས-པ-དང-བཅས-པ	sāśaṅkam (sāśaṅga)
བག-ཚ-བ-དང-འཇིགས-པ-དང-བཅས-པར-གྲགས-པ	sapratibhayabhairavasammatam
དྲུག-སྡེ	ṣaḍvārgikāḥ
རྨེལ-བ	vicaṭanam
རྨལ-བ	vicaṭanam
བཅག-པ	apakoṭanam. ākoṭanam
འཁུར-འཇུག-པ	dhāvayet
འཚེད-དུ-འཇུག-པ	rañjayet
འཆག-ཏུ-འཇུག-པ	ākoṭayet
ཁྱིམ-སོ	gṛhavyākulikaḥ
སྔོན-གྱི-ཆུང-མ	purāṇadvitīyā (pūrānadhitīyā)
དྲིལ-སྒྲ-ལས-བསྒྲགས-པ	ghaṇṭāvaghoṣaṇam
ཀར-ཤ-པ-ན	kārṣāpaṇam (karṣapaṇam)
མ-ཤ-ཀ	māṣakam
ཤེས-བཞིན-གྱི-བརྫུན-སྨྲ-བ	saṃprajānan mṛṣāvādaḥ (saṃprajānamṛṣāvādaḥ)
གོ-བར-བྱེད-པ-མ-ཡིན-པའམ-མི-གོ-བ	agamakaḥ
ཤེས-པ-བྱེད-པ-མ-ཡིན-པ	ajñāpakaḥ (ajñāpakam)
དང-པོ-དང-ཐ-མ-ལ-སྦྱིན-པ	pūrvacaramaḥ
ཤི-བའི-ནོར-བགོ-བ	mṛtavaibhavād bhuk (mṛtavaibhavadgukaḥ)
ལྷན-ཅིག-གནས-པ	sārdhaṃvihārī (sārdhaṃvihārin)
འགོག-པའམ-འགོགས-སམ-བར-དུ-གཅོད-པ	pratibandhaḥ
འགོག-པའམ-བགེགས-སམ-བར-དུ-གཅོད-པ	pratibandhaḥ
ཅོག-བུར-འདུག-པ	utkuṭukasthaḥ
མཚམས-ཀྱི-ནང	antaḥsīma (antaḥsīmā)
ཆ-བྱད-འདི-བཞིན-བྱས	kṛtam idaṃ veṣam (kṛtedam veṣam. kṛtedam vaṣam)
ཡན-ལག-ལྔས-ཕྱག-བྱས	pañcamaṇḍalakena vandanaṃ kṛtvā
ཐལ-མོ-སྦྱར	pragṛhītāñjaliḥ
དགེ-འདུན-ལ-རག-ལས-པ	saṃghādhīnaḥ
སྔོན-གྱི-ཆོ-ག	purākalpaḥ
དགུན-གྱི-དུས	haimantikaḥ
དཔྱིད-ཀྱི-དུས	grīṣmaḥ
དབྱར-གྱི-དུས	vārṣikaḥ
དབྱར-ཐུང-ངུའི-དུས	mitavārṣikaḥ (mṛtavārṣikaḥ)
དབྱར-རིང-པོའི-དུས	dīrghavārṣikaḥ
གསོ-སྦྱོང-བཞག-པ	poṣadhasthāpanam
འདག-པའི-ཕྱེ-མ	cūrṇam
བསྲོ-ཁང	jentam. jentākaḥ (jontakaḥ)
གཏོར-ཁུང	udakabhramaḥ
སྟོར-ཁུང	udakabhramaḥ
ཞ-ཉེ-གདར	kuruvindaḥ
གནས-ཁང-སྤགས-པ	layanaparihāraḥ
ལག-གི-ལས-བྱེད-པ	utthānakārakaḥ (utthakārakaḥ)
སོ-ཤིང	dantakāṣṭham
གསོལ-བ-གདབ-པ	ārocanam
སྐྱ-རེངས	aruṇaḥ (āruṇam)
སྐྱ-རེངས-དང-པོ-ཤར-བ	nīlāruṇaḥ
སྐྱ-རེངས-བར-མ	pītāruṇaḥ
སྐྱ-རེངས-ཐ-མ	tamrāruṇaḥ (tāmāruṇaḥ)
ཆ-ལུགས	nepathyam (naipacchyam)
མུ-སྟེགས-ཅན-གྱི-གནས	tīrthikāvasathaḥ (tīrthikāḥ apasthaḥ)
འཐབ-ཀྲོལ-བྱེད-པ	kalahakārakaḥ
ལྟུང-བ-མ-འདྲེས-པ	śuddhapāpattikaḥ
